Relatório de Honras e Atrasos
Data de Emissão: 08/09/2021 14:17
Tipo de Dívida: Interna - Externa
Selecionar mutuário(s) por: Não Informado
Credor(es): Não Informado
Selecionar operação de crédito por: Não Informado
Status Atraso: Honra de Aval
Data Regularização Inicial: 01/01/2016
Data Regularização Final: 31/08/2021

Data de Vencimento;Tipo de Dívida;Nome do Contrato;Credor;Classificação do Credor;Mutuário;Tipo de Mutuário;Processo PGFN;Status;Data Limite da União;Data Regularização do Atraso;Moeda de Origem;Total no Vencimento (Moeda de Origem);Honra - Principal (Moeda de Origem);Honra - Juros/Encargos (Moeda de Origem);Honra - Mora (Moeda de Origem);Honra - Total (Moeda de Origem);Honra - Principal (R$);Honra Juros/Encargos (R$);Honra - Mora (R$);Honra - Total (R$);Ano Regularização;Mês Regularização;
17/02/2021;Interna;BNDES - 2013854;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Amapá;Estados;17944.000002/2013-74;Honra de Aval;02/03/2021;19/02/2021;Real;2.328.606,02;1.307.581,96;1.021.024,06;48.418,16;2.377.024,18;1.307.581,96;1.021.024,06;48.418,16;2.377.024,18;2021;Fevereiro;
17/02/2021;Interna;BNDES - 2010554;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Minas Gerais;Estados;17944.000477/2010-18;Honra de Aval;02/03/2021;19/02/2021;Real;1.217.870,99;0,00;1.217.870,99;25.322,91;1.243.193,90;0,00;1.217.870,99;25.322,91;1.243.193,90;2021;Fevereiro;
17/02/2021;Interna;BNDES - 2013840;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio Grande do Norte;Estados;17944.000026/2013-23;Honra de Aval;02/03/2021;19/02/2021;Real;2.161.885,50;1.220.695,96;941.189,54;44.951,58;2.206.837,08;1.220.695,96;941.189,54;44.951,58;2.206.837,08;2021;Fevereiro;
15/02/2021;Interna;BNDES - 2016004;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000158/2016-06;Honra de Aval;11/03/2021;19/02/2021;Real;2.979.149,21;1.711.382,94;1.267.950,27;32.422,85;3.011.756,06;1.711.382,94;1.267.950,27;32.422,85;3.011.756,06;2021;Fevereiro;
15/02/2021;Interna;BNDES - 2013848;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000161/2013-79;Honra de Aval;02/03/2021;19/02/2021;Real;23.888.228,74;10.057.862,78;13.830.365,96;496.702,37;24.384.931,11;10.057.862,78;13.830.365,96;496.702,37;24.384.931,11;2021;Fevereiro;
15/02/2021;Interna;BNDES - 2011684;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.001256/2010-67;Honra de Aval;02/03/2021;19/02/2021;Real;4.049.708,98;2.806.542,54;1.243.166,44;84.388,24;4.134.097,22;2.806.542,54;1.243.166,44;84.388,24;4.134.097,22;2021;Fevereiro;
17/02/2021;Externa;CreditSuisse-MG/2012;Banco Suiço de Investimento - Credit Suisse;Credores Privados;Minas Gerais;Estados;17944.000458/2012-53;Honra de Aval;19/03/2021;18/02/2021;Dólar;154.091.640,00;127.000.000,00;27.145.854,58;0,00;154.145.854,58;687.329.750,00;147.468.053,06;0,00;834.797.803,06;2021;Fevereiro;
08/02/2021;Interna;BB - 2013889;Banco do Brasil S/A;Bancos Federais;Goiás;Estados;17944.000453/2013-10;Honra de Aval;22/02/2021;10/02/2021;Real;186.645.422,35;112.642.327,69;74.003.094,66;1.437.652,73;188.083.075,08;112.642.327,69;74.003.094,66;1.437.652,73;188.083.075,08;2021;Fevereiro;
28/01/2021;Externa;BID1037/OC-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;00109.510006/5497-35;Honra de Aval;27/02/2021;10/02/2021;Dólar;5.379.579,80;4.551.710,98;827.868,82;0,00;5.379.579,80;24.663.445,95;4.485.807,20;0,00;29.149.253,15;2021;Fevereiro;
25/01/2021;Interna;CAIXA - 20120842;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001300/2012-09;Honra de Aval;08/02/2021;01/02/2021;Real;13.718.560,51;6.227.156,10;7.491.404,41;902.552,95;14.621.113,46;6.227.156,10;7.491.404,41;902.552,95;14.621.113,46;2021;Fevereiro;
22/01/2021;Interna;BB - 2013898;Banco do Brasil S/A;Bancos Federais;Minas Gerais;Estados;17944.000208/2013-02;Honra de Aval;08/02/2021;27/01/2021;Real;145.749.977,97;89.530.019,98;56.219.957,99;1.519.825,55;147.269.803,52;89.530.019,98;56.219.957,99;1.519.825,55;147.269.803,52;2021;Janeiro;
19/01/2021;Interna;CAIXA - 20120747;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001228/2011-21;Honra de Aval;03/02/2021;25/01/2021;Real;982.750,56;553.573,32;429.177,24;2.909,77;985.660,33;553.573,32;429.177,24;2.909,77;985.660,33;2021;Janeiro;
19/01/2021;Interna;CAIXA - 20090492;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000599/2009-71;Honra de Aval;03/02/2021;25/01/2021;Real;2.663.554,67;1.469.525,04;1.194.029,63;7.886,42;2.671.441,09;1.469.525,04;1.194.029,63;7.886,42;2.671.441,09;2021;Janeiro;
15/01/2021;Interna;CAIXA - 20110709;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.002004/2011-36;Honra de Aval;10/02/2021;22/01/2021;Real;26.903.717,85;15.411.178,48;11.492.539,37;1.396.269,23;28.299.987,08;15.411.178,48;11.492.539,37;1.396.269,23;28.299.987,08;2021;Janeiro;
15/01/2021;Interna;CAIXA - 20120856;Caixa Econômica Federal;Bancos Federais;Amapá;Estados;17944.001452/2012-01;Honra de Aval;10/02/2021;22/01/2021;Real;8.016.221,41;4.511.607,29;3.504.614,12;416.031,84;8.432.253,25;4.511.607,29;3.504.614,12;416.031,84;8.432.253,25;2021;Janeiro;
15/01/2021;Interna;CAIXA - 20160011;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.000541/2016-56;Honra de Aval;10/02/2021;22/01/2021;Real;27.868.867,25;16.949.716,43;10.919.150,82;1.480.498,73;29.349.365,98;16.949.716,43;10.919.150,82;1.480.498,73;29.349.365,98;2021;Janeiro;
15/01/2021;Interna;CAIXA - 20120818;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.001445/2012-00;Honra de Aval;01/02/2021;22/01/2021;Real;3.119.930,89;1.827.195,87;1.292.735,02;162.111,62;3.282.042,51;1.827.195,87;1.292.735,02;162.111,62;3.282.042,51;2021;Janeiro;
15/01/2021;Interna;BB - 2013836;Banco do Brasil S/A;Bancos Federais;Rio Grande do Norte;Estados;17944.001447/2012-91;Honra de Aval;01/02/2021;21/01/2021;Real;2.759.022,04;1.578.732,74;1.180.289,30;38.426,56;2.797.448,60;1.578.732,74;1.180.289,30;38.426,56;2.797.448,60;2021;Janeiro;
15/01/2021;Interna;CAIXA - 20130915;Caixa Econômica Federal;Bancos Federais;Rio Grande do Norte;Estados;17944.000439/2013-16;Honra de Aval;01/02/2021;21/01/2021;Real;6.419.193,91;6.314.893,45;104.300,46;268.561,98;6.687.755,89;6.314.893,45;104.300,46;268.561,98;6.687.755,89;2021;Janeiro;
15/01/2021;Interna;BB - 2012769;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.001308/2012-67;Honra de Aval;01/02/2021;20/01/2021;Real;7.581.858,66;4.356.281,35;3.225.577,31;79.060,75;7.660.919,41;4.356.281,35;3.225.577,31;79.060,75;7.660.919,41;2021;Janeiro;
15/01/2021;Interna;BNDES - 2013858;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Amapá;Estados;17944.001498/2012-12;Honra de Aval;01/02/2021;20/01/2021;Real;5.374.049,27;3.071.472,63;2.302.576,64;171.976,82;5.546.026,09;3.071.472,63;2.302.576,64;171.976,82;5.546.026,09;2021;Janeiro;
15/01/2020;Interna;BNDES - 2013822;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Goiás;Estados;17944.001458/2012-71;Honra de Aval;01/02/2021;20/01/2021;Real;2.181.497,29;1.253.521,88;927.975,41;69.810,85;2.251.308,14;1.253.521,88;927.975,41;69.810,85;2.251.308,14;2021;Janeiro;
15/01/2021;Interna;BNDES - 2012756;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Goiás;Estados;17944.001105/2012-71;Honra de Aval;09/02/2021;20/01/2021;Real;15.122.096,50;8.447.551,04;6.674.545,46;483.278,47;15.605.374,97;8.447.551,04;6.674.545,46;483.278,47;15.605.374,97;2021;Janeiro;
15/01/2021;Interna;BNDES - 2012792;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Minas Gerais;Estados;17944.001163/2012-02;Honra de Aval;01/02/2021;20/01/2021;Real;3.271.538,02;2.799.357,26;472.180,76;104.693,62;3.376.231,64;2.799.357,26;472.180,76;104.693,62;3.376.231,64;2021;Janeiro;
15/01/2021;Interna;BNDES - 2013854;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Amapá;Estados;17944.000002/2013-74;Honra de Aval;01/02/2021;20/01/2021;Real;2.287.830,86;1.307.581,96;980.248,90;73.213,67;2.361.044,53;1.307.581,96;980.248,90;73.213,67;2.361.044,53;2021;Janeiro;
15/01/2021;Interna;BNDES - 2013840;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio Grande do Norte;Estados;17944.000026/2013-23;Honra de Aval;01/02/2021;20/01/2021;Real;2.124.370,52;1.220.695,96;903.674,56;67.982,72;2.192.353,24;1.220.695,96;903.674,56;67.982,72;2.192.353,24;2021;Janeiro;
15/01/2021;Interna;BNDES - 2011684;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.001256/2010-67;Honra de Aval;27/01/2021;18/01/2021;Real;4.005.053,07;2.806.542,54;1.198.510,53;45.036,12;4.050.089,19;2.806.542,54;1.198.510,53;45.036,12;4.050.089,19;2021;Janeiro;
15/01/2021;Interna;BNDES - 2014976;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000487/2014-87;Honra de Aval;17/02/2021;18/01/2021;Real;21.834.094,18;11.284.196,77;10.549.897,41;242.129,55;22.076.223,73;11.284.196,77;10.549.897,41;242.129,55;22.076.223,73;2021;Janeiro;
15/01/2021;Interna;BNDES - 2016004;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000158/2016-06;Honra de Aval;05/02/2021;18/01/2021;Real;2.934.949,18;1.709.780,27;1.225.168,91;18.427,27;2.953.376,45;1.709.780,27;1.225.168,91;18.427,27;2.953.376,45;2021;Janeiro;
15/01/2021;Interna;BNDES - 2013848;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000161/2013-79;Honra de Aval;27/01/2021;18/01/2021;Real;23.300.042,85;10.057.862,78;13.242.180,07;260.436,03;23.560.478,88;10.057.862,78;13.242.180,07;260.436,03;23.560.478,88;2021;Janeiro;
11/01/2021;Interna;Contrato Conta A;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001007/1997-15;Honra de Aval;09/02/2021;15/01/2021;Real;726.530,41;0,00;726.530,41;0,00;726.530,41;0,00;726.530,41;0,00;726.530,41;2021;Janeiro;
25/12/2020;Interna;CAIXA - 20120842;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001300/2012-09;Honra de Aval;11/01/2021;05/01/2021;Real;13.643.515,50;6.159.215,84;7.484.299,66;922.170,56;14.565.686,06;6.159.215,84;7.484.299,66;922.170,56;14.565.686,06;2021;Janeiro;
21/12/2020;Interna;BNP - CEDAE/RJ;BNP;Credores Privados;Rio de Janeiro;Estados;17944.102838/2017-36;Honra de Aval;18/01/2021;30/12/2020;Real;4.278.217.920,73;3.493.612.167,30;883.020.219,17;11.914.999,88;4.388.547.386,35;3.493.612.167,30;883.020.219,17;11.914.999,88;4.388.547.386,35;2020;Dezembro;
21/12/2020;Interna;CAIXA - 20120747;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001228/2011-21;Honra de Aval;11/01/2021;29/12/2020;Real;983.593,83;552.730,10;430.863,73;4.855,93;988.449,76;552.730,10;430.863,73;4.855,93;988.449,76;2020;Dezembro;
21/12/2020;Interna;CAIXA - 20090492;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000599/2009-71;Honra de Aval;11/01/2021;29/12/2020;Real;2.664.608,18;1.464.257,55;1.200.350,63;13.155,00;2.677.763,18;1.464.257,55;1.200.350,63;13.155,00;2.677.763,18;2020;Dezembro;
21/12/2020;Interna;BB - 2012790;Banco do Brasil S/A;Bancos Federais;Minas Gerais;Estados;17944.001412/2012-51;Honra de Aval;04/01/2021;28/12/2020;Real;447.567.468,23;279.923.809,39;167.643.658,84;5.679.741,86;453.247.210,09;279.923.809,39;167.643.658,84;5.679.741,86;453.247.210,09;2020;Dezembro;
15/12/2020;Externa;BIRD8276-BR;Banco Mundial;Organismos Multilaterais;Rio Grande do Norte;Estados;17944.000214/2013-51;Honra de Aval;14/01/2021;23/12/2020;Dólar;7.067.356,60;5.317.928,33;1.746.413,62;3.014,65;7.067.356,60;27.356.463,97;9.016.733,52;15.564,64;36.388.762,13;2020;Dezembro;
15/12/2020;Externa;BID2411/OC-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000797/2010-78;Honra de Aval;14/01/2021;22/12/2020;Dólar;1.200.038,29;998.801,65;201.236,64;0,00;1.200.038,29;5.133.840,48;1.034.356,33;0,00;6.168.196,81;2020;Dezembro;
15/12/2020;Externa;BID2646/OC-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001671/2011-00;Honra de Aval;14/01/2021;22/12/2020;Dólar;3.057.462,67;2.541.825,00;515.637,67;0,00;3.057.462,67;13.064.980,50;2.650.377,62;0,00;15.715.358,12;2020;Dezembro;
15/12/2020;Interna;BB - 2012769;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.001308/2012-67;Honra de Aval;28/12/2020;18/12/2020;Real;7.440.512,98;4.527.434,89;2.913.078,09;72.847,79;7.513.360,77;4.527.434,89;2.913.078,09;72.847,79;7.513.360,77;2020;Dezembro;
15/12/2020;Interna;BB - 2013836;Banco do Brasil S/A;Bancos Federais;Rio Grande do Norte;Estados;17944.001447/2012-91;Honra de Aval;28/12/2020;18/12/2020;Real;2.707.137,89;1.638.416,83;1.068.721,06;26.505,11;2.733.643,00;1.638.416,83;1.068.721,06;26.505,11;2.733.643,00;2020;Dezembro;
15/12/2020;Interna;BB - 2012735;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.000532/2012-31;Honra de Aval;28/12/2020;18/12/2020;Real;428.450.444,10;265.555.936,61;162.894.507,49;4.071.421,84;432.521.865,94;265.555.936,61;162.894.507,49;4.071.421,84;432.521.865,94;2020;Dezembro;
07/12/2020;Externa;CFA008002;Corporacão Andina de Fomento;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000234/2012-41;Honra de Aval;07/01/2021;11/12/2020;Dólar;8.834.310,61;7.515.490,73;1.318.819,88;7.098,34;8.841.408,95;38.019.708,40;6.700.923,81;36.066,67;44.756.698,88;2020;Dezembro;
03/12/2020;Externa;AFD CBR 1046;Agência Francesa de Desevolvimento;Agências Governamentais;Minas Gerais;Estados;17944.000480/2012-01;Honra de Aval;02/01/2021;10/12/2020;Euro;14.079.375,00;10.000.000,00;4.079.375,00;0,00;14.079.375,00;61.850.000,00;25.169.743,75;0,00;87.019.743,75;2020;Dezembro;
15/11/2020;Externa;BID2117/OC-BR;BID;Organismos Multilaterais;Minas Gerais;Estados;19405.000037/2006-15;Honra de Aval;15/12/2020;02/12/2020;Dólar;334.563,43;300.595,35;33.968,08;0,00;334.563,43;1.574.368,15;177.907,82;0,00;1.752.275,97;2020;Dezembro;
15/11/2020;Externa;BID2200/OC-BR;BID;Organismos Multilaterais;Minas Gerais;Estados;19405.000002/2006-78;Honra de Aval;15/12/2020;02/12/2020;Dólar;256.979,86;217.391,30;39.588,56;0,00;256.979,86;1.138.586,93;207.345,08;0,00;1.345.932,01;2020;Dezembro;
14/11/2020;Externa;BID2281/OC-BR;BID;Organismos Multilaterais;Minas Gerais;Estados;17944.000924/2009-03;Honra de Aval;14/12/2020;02/12/2020;Dólar;1.414.673,09;1.190.476,19;224.196,90;0,00;1.414.673,09;6.235.119,05;1.174.231,26;0,00;7.409.350,31;2020;Dezembro;
14/11/2020;Externa;BID1709/OC-BR;BID;Organismos Multilaterais;Minas Gerais;Estados;19405.000034/2005-92;Honra de Aval;14/12/2020;02/12/2020;Dólar;1.350.077,02;1.191.766,48;158.310,54;0,00;1.350.077,02;6.241.876,94;829.151,45;0,00;7.071.028,39;2020;Dezembro;
25/11/2020;Interna;CAIXA - 20120842;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001300/2012-09;Honra de Aval;08/12/2020;01/12/2020;Real;13.521.817,13;6.070.886,56;7.450.930,57;463.499,49;13.985.316,62;6.070.886,56;7.450.930,57;463.499,49;13.985.316,62;2020;Dezembro;
23/11/2020;Externa;CFA007996;Corporacão Andina de Fomento;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000493/2012-72;Honra de Aval;25/12/2020;01/12/2020;Dólar;5.494.612,36;4.641.000,00;853.612,36;5.633,59;5.500.245,95;24.606.582,00;4.525.852,73;29.869,29;29.162.304,02;2020;Dezembro;
15/11/2020;Externa;BIRD7955-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000493/2010-19;Honra de Aval;15/12/2020;25/11/2020;Dólar;420.245,48;375.228,93;44.858,02;158,53;420.245,48;2.000.720,65;239.182,96;845,28;2.240.748,89;2020;Novembro;
19/11/2020;Interna;CAIXA - 20090492;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000599/2009-71;Honra de Aval;02/12/2020;25/11/2020;Real;2.665.656,44;1.459.016,26;1.206.640,18;7.892,69;2.673.549,13;1.459.016,26;1.206.640,18;7.892,69;2.673.549,13;2020;Novembro;
15/11/2020;Externa;BIRD8011-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000131/2011-09;Honra de Aval;15/12/2020;25/11/2020;Dólar;12.740.732,66;9.894.000,00;2.841.837,88;4.894,78;12.740.732,66;53.076.522,00;15.218.889,85;26.211,55;68.321.623,40;2020;Novembro;
19/11/2020;Interna;CAIXA - 20120747;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001228/2011-21;Honra de Aval;02/12/2020;25/11/2020;Real;984.432,87;551.891,04;432.541,83;2.914,77;987.347,64;551.891,04;432.541,83;2.914,77;987.347,64;2020;Novembro;
15/11/2020;Externa;BID2762/OC-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000240/2012-07;Honra de Aval;15/12/2020;25/11/2020;Dólar;560.661,82;459.786,04;100.875,78;0,00;560.661,82;2.451.579,17;537.869,66;0,00;2.989.448,83;2020;Novembro;
15/11/2020;Externa;BIRD8117-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001680/2011-92;Honra de Aval;15/12/2020;25/11/2020;Dólar;11.380.338,03;8.742.198,92;2.633.814,45;4.324,66;11.380.338,03;46.755.367,79;14.043.498,65;23.059,09;60.821.925,53;2020;Novembro;
15/11/2020;Externa;BIRD8327-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000158/2013-55;Honra de Aval;15/12/2020;25/11/2020;Dólar;243.932,56;196.636,82;47.205,56;90,18;243.932,56;1.048.467,52;251.700,05;480,84;1.300.648,41;2020;Novembro;
16/11/2020;Interna;BB - 2012769;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.001308/2012-67;Honra de Aval;30/11/2020;19/11/2020;Real;7.764.703,24;4.527.363,04;3.237.340,20;83.546,18;7.848.249,42;4.527.363,04;3.237.340,20;83.546,18;7.848.249,42;2020;Novembro;
16/11/2020;Interna;BB - 2013836;Banco do Brasil S/A;Bancos Federais;Rio Grande do Norte;Estados;17944.001447/2012-91;Honra de Aval;30/11/2020;19/11/2020;Real;2.825.953,16;1.638.380,60;1.187.572,56;30.410,36;2.856.363,52;1.638.380,60;1.187.572,56;30.410,36;2.856.363,52;2020;Novembro;
09/11/2020;Interna;BB - 2013850;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.000159/2013-08;Honra de Aval;23/11/2020;12/11/2020;Real;378.754.133,60;222.467.725,29;156.286.408,31;3.955.236,41;382.709.370,01;222.467.725,29;156.286.408,31;3.955.236,41;382.709.370,01;2020;Novembro;
15/10/2020;Externa;BID1990/OC-BR;BID;Organismos Multilaterais;Belford Roxo;Municípios;17944.001463/2007-16;Honra de Aval;14/11/2020;09/11/2020;Dólar;306.877,75;253.184,96;53.692,79;0,00;306.877,75;1.329.221,04;281.887,15;0,00;1.611.108,19;2020;Novembro;
15/10/2020;Externa;BID2752/OC-BR;BID;Organismos Multilaterais;Novo Hamburgo;Municípios;17944.000989/2011-65;Honra de Aval;14/11/2020;09/11/2020;Dólar;679.907,63;537.499,25;142.408,38;0,00;679.907,63;2.821.871,06;747.644,00;0,00;3.569.515,06;2020;Novembro;
31/10/2020;Externa;AFD CBR 1042;Agência Francesa de Desevolvimento;Agências Governamentais;Rio de Janeiro;Estados;17944.000517/2012-93;Honra de Aval;16/12/2020;09/11/2020;Dólar;17.261.964,25;9.862.500,00;7.399.439,25;25,00;17.261.964,25;51.798.812,50;38.891.368,56;131,25;90.690.312,31;2020;Novembro;
15/10/2020;Externa;BID2307/OC-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001097/2009-67;Honra de Aval;14/11/2020;03/11/2020;Dólar;772.319,73;670.828,18;101.491,55;0,00;772.319,73;3.814.664,45;577.131,70;0,00;4.391.796,15;2020;Novembro;
26/10/2020;Interna;CAIXA - 20120842;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001300/2012-09;Honra de Aval;09/11/2020;03/11/2020;Real;13.392.695,20;5.980.024,59;7.412.670,61;883.156,34;14.275.851,54;5.980.024,59;7.412.670,61;883.156,34;14.275.851,54;2020;Novembro;
07/10/2020;Interna;Contrato Conta A;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001007/1997-15;Honra de Aval;06/11/2020;27/10/2020;Real;14.925.583,68;0,00;14.925.583,68;0,00;14.925.583,68;0,00;14.925.583,68;0,00;14.925.583,68;2020;Outubro;
15/10/2020;Interna;Credit Suisse - CSBRA20140800329;Banco Suiço de Investimento - Credit Suisse-Brasil;Credores Privados;Rio de Janeiro;Estados;17944.000506/2014-75;Honra de Aval;18/11/2020;26/10/2020;Real;101.613.751,58;33.967.609,19;67.646.142,39;2.639.244,08;104.252.995,66;33.967.609,19;67.646.142,39;2.639.244,08;104.252.995,66;2020;Outubro;
15/10/2020;Externa;BIRD7719-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.002059/2008-41;Honra de Aval;14/11/2020;23/10/2020;Dólar;6.817.786,08;5.263.130,83;1.552.928,89;1.726,36;6.817.786,08;29.585.906,45;8.725.907,43;9.700,42;38.321.514,30;2020;Outubro;
15/10/2020;Externa;BIRD8187-BR;Banco Mundial;Organismos Multilaterais;Minas Gerais;Estados;17944.000482/2012-92;Honra de Aval;14/11/2020;23/10/2020;Dólar;12.869.280,00;9.000.000,00;3.864.960,00;4.320,00;12.869.280,00;50.390.538,50;21.704.212,83;24.287,04;72.119.038,37;2020;Outubro;
15/10/2020;Externa;BIRD7547-BR;Banco Mundial;Organismos Multilaterais;Minas Gerais;Estados;17944.000435/2008-62;Honra de Aval;14/11/2020;23/10/2020;Dólar;25.493.394,01;20.764.879,12;4.721.870,13;6.644,76;25.493.394,01;115.879.555,25;26.365.267,05;37.197,37;142.282.019,67;2020;Outubro;
15/10/2020;Externa;BIRD7773-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001999/2008-12;Honra de Aval;14/11/2020;23/10/2020;Dólar;1.251.331,37;996.802,83;254.176,90;351,64;1.251.331,37;5.610.006,33;1.430.507,59;1.979,03;7.042.492,95;2020;Outubro;
15/10/2020;Externa;BIRD7329-BR;Banco Mundial;Organismos Multilaterais;Minas Gerais;Estados;19405.000031/2004-78;Honra de Aval;14/11/2020;23/10/2020;Dólar;1.495.427,84;1.451.422,18;43.468,63;537,03;1.495.427,84;8.168.604,03;244.641,45;3.022,40;8.416.267,88;2020;Outubro;
15/10/2020;Externa;BIRD7827-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001408/2009-98;Honra de Aval;14/11/2020;23/10/2020;Dólar;13.762.551,74;10.330.500,00;3.427.609,62;4.442,12;13.762.551,74;57.822.723,95;19.156.910,17;24.827,01;77.004.461,13;2020;Outubro;
15/10/2020;Externa;BIRD7508-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001583/2007-13;Honra de Aval;14/11/2020;23/10/2020;Dólar;2.444.138,56;2.200.000,00;241.721,34;2.417,22;2.444.138,56;12.364.131,92;1.360.407,70;13.604,11;13.738.143,73;2020;Outubro;
19/10/2020;Interna;CAIXA - 20120747;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001228/2011-21;Honra de Aval;03/11/2020;22/10/2020;Real;985.267,74;551.056,16;434.211,58;1.458,13;986.725,87;551.056,16;434.211,58;1.458,13;986.725,87;2020;Outubro;
19/10/2020;Interna;CAIXA - 20090492;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000599/2009-71;Honra de Aval;03/11/2020;22/10/2020;Real;2.666.699,44;1.453.801,02;1.212.898,42;3.946,58;2.670.646,02;1.453.801,02;1.212.898,42;3.946,58;2.670.646,02;2020;Outubro;
15/10/2020;Interna;BB - 2012769;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.001308/2012-67;Honra de Aval;28/10/2020;20/10/2020;Real;7.683.946,41;4.527.527,04;3.156.419,37;78.487,79;7.762.434,20;4.527.527,04;3.156.419,37;78.487,79;7.762.434,20;2020;Outubro;
15/10/2020;Interna;BB - 2013836;Banco do Brasil S/A;Bancos Federais;Rio Grande do Norte;Estados;17944.001447/2012-91;Honra de Aval;28/10/2020;20/10/2020;Real;2.796.209,20;1.638.427,69;1.157.781,51;28.688,34;2.824.897,54;1.638.427,69;1.157.781,51;28.688,34;2.824.897,54;2020;Outubro;
15/09/2020;Externa;BID2888/OC-BR;BID;Organismos Multilaterais;São Bernardo do Campo;Municípios;17944.002111/2011-64;Honra de Aval;15/10/2020;13/10/2020;Dólar;5.387.563,01;4.303.603,90;1.083.959,11;0,00;5.387.563,01;24.036.163,82;6.064.751,22;0,00;30.100.915,04;2020;Outubro;
15/05/2020;Interna;BB - 2013836;Banco do Brasil S/A;Bancos Federais;Rio Grande do Norte;Estados;17944.001447/2012-91;Honra de Aval;19/10/2020;13/10/2020;Real;2.874.556,98;1.638.406,73;1.236.150,25;482.817,74;3.357.374,72;1.638.406,73;1.236.150,25;482.817,74;3.357.374,72;2020;Outubro;
25/09/2020;Interna;BNB-26052006/MG;Banco do Nordeste;Bancos Federais;Minas Gerais;Estados;19405.000001/2005-42;Honra de Aval;19/10/2020;07/10/2020;Real;5.381.295,45;4.203.759,24;1.177.747,40;40.355,38;5.421.862,02;4.203.759,24;1.177.747,40;40.355,38;5.421.862,02;2020;Outubro;
