Relatório de Honras e Atrasos
Data de Emissão: 30/04/2020 11:35
Tipo de Dívida: Interna - Externa
Selecionar mutuário(s) por: Não Informado
Credor(es): Não Informado
Selecionar operação de crédito por: Não Informado
Status Atraso: Honra de Aval
Data Regularização Inicial: 01/01/2016
Data Regularização Final: 30/04/2020

Data de Vencimento;Tipo de Dívida;Nome do Contrato;Credor;Classificação do Credor;Mutuário;Tipo de Mutuário;Processo PGFN;Status;Data Limite da União;Data Regularização do Atraso;Moeda de Origem;Total no Vencimento (Moeda de Origem);Honra - Principal (Moeda de Origem);Honra - Juros/Encargos (Moeda de Origem);Honra - Mora (Moeda de Origem);Honra - Total (Moeda de Origem);Honra - Principal (R$);Honra Juros/Encargos (R$);Honra - Mora (R$);Honra - Total (R$);Ano Regularização;Mês Regularização;
25/10/2018;Interna;CAIXA - 20120842;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001300/2012-09;Honra de Aval;06/11/2018;31/10/2018;Real;12.619.373,69;4.939.727,45;7.679.646,24;549.268,97;13.168.642,66;4.939.727,45;7.679.646,24;549.268,97;13.168.642,66;2018;Outubro;
15/10/2018;Externa;BID2307/OC-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001097/2009-67;Honra de Aval;14/11/2018;25/10/2018;Dólar;264.399,48;670.828,18;264.399,48;3.859,56;939.087,22;2.492.797,52;982.508,47;14.342,12;3.489.648,11;2018;Outubro;
15/10/2018;Interna;Credit Suisse - CSBRA20140800329;Banco Suiço de Investimento - Credit Suisse-Brasil;Credores Privados;Rio de Janeiro;Estados;17944.000506/2014-75;Honra de Aval;19/11/2018;25/10/2018;Real;101.543.796,56;32.008.837,00;69.534.959,56;2.724.226,90;104.268.023,46;32.008.837,00;69.534.959,56;2.724.226,90;104.268.023,46;2018;Outubro;
19/10/2018;Interna;CAIXA - 20090492;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000599/2009-71;Honra de Aval;05/11/2018;25/10/2018;Real;2.690.233,46;1.110.447,09;1.579.786,37;7.965,42;2.698.198,88;1.110.447,09;1.579.786,37;7.965,42;2.698.198,88;2018;Outubro;
15/10/2018;Interna;BNDES - 2014976;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000487/2014-87;Honra de Aval;14/11/2018;25/10/2018;Real;22.906.044,13;10.805.450,87;12.108.024,16;1.931.803,25;24.845.278,28;10.805.450,87;12.108.024,16;1.931.803,25;24.845.278,28;2018;Outubro;
15/10/2018;Externa;BIRD7773-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001999/2008-12;Honra de Aval;14/11/2018;25/10/2018;Dólar;1.240.909,86;733.168,71;507.175,91;565,24;1.240.909,86;2.724.454,93;1.884.665,68;2.100,43;4.611.221,04;2018;Outubro;
19/10/2018;Interna;CAIXA - 20120747;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001228/2011-21;Honra de Aval;05/11/2018;25/10/2018;Real;1.004.104,94;296.275,99;707.828,95;2.973,02;1.007.077,96;296.275,99;707.828,95;2.973,02;1.007.077,96;2018;Outubro;
15/10/2018;Interna;BNDES - 2016004;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000158/2016-06;Honra de Aval;13/11/2018;25/10/2018;Real;2.980.435,10;1.615.097,74;1.366.720,72;103.719,86;3.085.538,32;1.615.097,74;1.366.720,72;103.719,86;3.085.538,32;2018;Outubro;
15/10/2018;Interna;BNDES - 2013848;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000161/2013-79;Honra de Aval;05/11/2018;25/10/2018;Real;25.468.500,32;9.860.392,89;15.611.999,51;2.157.002,19;27.629.394,59;9.860.392,89;15.611.999,51;2.157.002,19;27.629.394,59;2018;Outubro;
15/10/2018;Interna;BNDES - 2011684;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.001256/2010-67;Honra de Aval;05/11/2018;25/10/2018;Real;4.491.497,07;2.873.259,67;1.618.923,79;381.476,22;4.873.659,68;2.873.259,67;1.618.923,79;381.476,22;4.873.659,68;2018;Outubro;
15/10/2018;Externa;BIRD7827-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001408/2009-98;Honra de Aval;14/11/2018;25/10/2018;Dólar;16.838.218,66;10.330.500,00;6.498.406,86;9.311,80;16.838.218,66;38.388.138,00;24.148.079,89;34.602,65;62.570.820,54;2018;Outubro;
15/10/2018;Externa;BIRD7508-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001583/2007-13;Honra de Aval;14/11/2018;25/10/2018;Dólar;2.638.052,75;2.200.000,00;435.098,38;2.954,37;2.638.052,75;8.175.200,00;1.616.825,58;10.978,44;9.803.004,02;2018;Outubro;
15/10/2018;Externa;BIRD7719-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.002059/2008-41;Honra de Aval;14/11/2018;25/10/2018;Dólar;3.639.090,29;789.619,18;2.849.043,18;427,93;3.639.090,29;2.934.224,87;10.587.044,46;1.590,19;13.522.859,52;2018;Outubro;
15/10/2018;Interna;BB - 2012769;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.001308/2012-67;Honra de Aval;29/10/2018;19/10/2018;Real;8.625.408,21;4.356.281,35;4.269.126,86;118.685,72;8.744.093,93;4.356.281,35;4.269.126,86;118.685,72;8.744.093,93;2018;Outubro;
12/10/2018;Interna;CAIXA - 20100571;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000403/2010-81;Honra de Aval;29/10/2018;19/10/2018;Real;7.222.722,76;6.533.668,97;689.053,79;298.271,78;7.520.994,54;6.533.668,97;689.053,79;298.271,78;7.520.994,54;2018;Outubro;
17/09/2018;Interna;BB - 2012810;Banco do Brasil S/A;Bancos Federais;Roraima;Estados;17944.001393/2012-63;Honra de Aval;07/11/2018;16/10/2018;Real;115.094,26;;;115.094,26;115.094,26;;;115.094,26;115.094,26;2018;Outubro;
17/09/2018;Interna;BB - 2012810;Banco do Brasil S/A;Bancos Federais;Roraima;Estados;17944.001393/2012-63;Honra de Aval;15/10/2018;15/10/2018;Real;3.656.646,51;1.692.111,11;1.964.535,40;143.010,42;3.799.656,93;1.692.111,11;1.964.535,40;143.010,42;3.799.656,93;2018;Outubro;
25/09/2018;Interna;CAIXA - 20130885;Caixa Econômica Federal;Bancos Federais;Roraima;Estados;17944.000472/2013-38;Honra de Aval;10/10/2018;10/10/2018;Real;2.469.060,06;1.187.766,48;1.281.293,58;258.296,24;2.727.356,30;1.187.766,48;1.281.293,58;258.296,24;2.727.356,30;2018;Outubro;
15/09/2018;Interna;CAIXA - 20120812;Caixa Econômica Federal;Bancos Federais;Roraima;Estados;17944.001473/2012-19;Honra de Aval;08/10/2018;08/10/2018;Real;2.575.920,44;1.178.585,16;1.397.335,28;274.058,58;2.849.979,02;1.178.585,16;1.397.335,28;274.058,58;2.849.979,02;2018;Outubro;
20/09/2018;Externa;JICA BZ-P9;Japan International Cooperation Agency;Agências Governamentais;Rio de Janeiro;Estados;10163.002880/1993-18;Honra de Aval;20/10/2018;03/10/2018;Iene;1.299.639,00;;;1.299.639,00;1.299.639,00;;;43.810,83;43.810,83;2018;Outubro;
25/09/2018;Interna;CAIXA - 20120842;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001300/2012-09;Honra de Aval;08/10/2018;28/09/2018;Real;12.533.673,90;4.879.344,73;7.654.329,17;390.415,89;12.924.089,79;4.879.344,73;7.654.329,17;390.415,89;12.924.089,79;2018;Setembro;
20/09/2018;Externa;JICA BZ-P9;Japan International Cooperation Agency;Agências Governamentais;Rio de Janeiro;Estados;10163.002880/1993-18;Honra de Aval;20/10/2018;26/09/2018;Iene;889.904.523,00;850.380.000,00;39.524.523,00;0,00;889.904.523,00;30.545.649,60;1.419.720,87;0,00;31.965.370,47;2018;Setembro;
17/09/2018;Interna;Credit Suisse - MU57/2014;Banco Suiço de Investimento - Credit Suisse-Brasil;Credores Privados;Rio de Janeiro;Estados;17944.000504/2014-86;Honra de Aval;19/10/2018;26/09/2018;Real;76.714.492,56;23.973.254,96;52.741.237,60;1.994.174,76;78.708.667,32;23.973.254,96;52.741.237,60;1.994.174,76;78.708.667,32;2018;Setembro;
17/09/2018;Interna;BB - 2012769;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.001308/2012-67;Honra de Aval;01/10/2018;25/09/2018;Real;9.386.801,76;4.356.281,35;5.030.520,41;220.165,70;9.606.967,46;4.356.281,35;5.030.520,41;220.165,70;9.606.967,46;2018;Setembro;
19/09/2018;Interna;CAIXA - 20120747;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001228/2011-21;Honra de Aval;02/10/2018;24/09/2018;Real;1.004.841,94;294.801,97;710.039,97;2.479,07;1.007.321,01;294.801,97;710.039,97;2.479,07;1.007.321,01;2018;Setembro;
19/09/2018;Interna;CAIXA - 20090492;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000599/2009-71;Honra de Aval;02/10/2018;24/09/2018;Real;2.691.154,29;1.104.922,50;1.586.231,79;6.639,37;2.697.793,66;1.104.922,50;1.586.231,79;6.639,37;2.697.793,66;2018;Setembro;
17/09/2018;Interna;BNDES - 2011684;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.001256/2010-67;Honra de Aval;01/10/2018;21/09/2018;Real;4.798.512,19;2.871.081,44;1.927.712,98;201.046,03;4.999.840,45;2.871.081,44;1.927.712,98;201.046,03;4.999.840,45;2018;Setembro;
17/09/2018;Interna;CAIXA - 20100571;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000403/2010-81;Honra de Aval;01/10/2018;21/09/2018;Real;7.387.193,66;6.529.994,73;857.198,93;304.732,51;7.691.926,17;6.529.994,73;857.198,93;304.732,51;7.691.926,17;2018;Setembro;
17/09/2018;Interna;BNDES - 2014976;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000487/2014-87;Honra de Aval;17/10/2018;21/09/2018;Real;25.062.052,33;10.778.708,71;14.289.305,80;1.044.545,88;26.112.560,39;10.778.708,71;14.289.305,80;1.044.545,88;26.112.560,39;2018;Setembro;
17/09/2018;Interna;BNDES - 2016004;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000158/2016-06;Honra de Aval;08/10/2018;21/09/2018;Real;3.218.189,11;1.614.435,58;1.609.943,98;102.861,95;3.327.241,51;1.614.435,58;1.609.943,98;102.861,95;3.327.241,51;2018;Setembro;
17/09/2018;Interna;BNDES - 2013848;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000161/2013-79;Honra de Aval;01/10/2018;21/09/2018;Real;28.307.531,27;9.852.917,69;18.456.278,50;1.183.399,89;29.492.596,08;9.852.917,69;18.456.278,50;1.183.399,89;29.492.596,08;2018;Setembro;
13/09/2018;Externa;CFA007948;Corporacão Andina de Fomento;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000237/2012-85;Honra de Aval;14/10/2018;19/09/2018;Dólar;5.853.325,16;4.620.390,35;1.232.934,81;5.666,98;5.858.992,14;19.123.795,66;5.103.117,18;23.455,63;24.250.368,47;2018;Setembro;
13/09/2018;Externa;CFA007949;Corporacão Andina de Fomento;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000233/2012-05;Honra de Aval;14/10/2018;19/09/2018;Dólar;11.941.222,05;8.560.403,24;3.380.818,81;10.582,71;11.951.804,76;35.431.509,01;13.993.209,05;43.801,84;49.468.519,90;2018;Setembro;
09/09/2018;Externa;BID916/SF-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;10951.000077/1993-30;Honra de Aval;09/10/2018;17/09/2018;Dólar;1.682.614,95;1.630.748,93;51.866,02;0,00;1.682.614,95;6.798.918,44;216.239,81;0,00;7.015.158,25;2018;Setembro;
09/09/2018;Externa;BID782/OC-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;10951.000077/1993-30;Honra de Aval;09/10/2018;17/09/2018;Dólar;11.755.648,87;11.247.039,27;482.232,98;26.376,62;11.755.648,87;47.023.871,19;2.016.216,09;110.280,65;49.150.367,93;2018;Setembro;
15/08/2018;Externa;BIRD8128-BR;Banco Mundial;Organismos Multilaterais;Piauí;Estados;17944.002102/2011-73;Honra de Aval;14/09/2018;13/09/2018;Dólar;17.121.527,11;12.950.000,00;4.171.527,11;0,00;17.121.527,11;54.053.300,00;17.411.954,16;0,00;71.465.254,16;2018;Setembro;
15/08/2018;Interna;CAIXA - 20110709;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.002004/2011-36;Honra de Aval;12/09/2018;11/09/2018;Real;30.315.934,62;14.828.551,05;15.487.383,57;3.277.530,50;33.593.465,12;14.828.551,05;15.487.383,57;3.277.530,50;33.593.465,12;2018;Setembro;
25/08/2018;Interna;CAIXA - 20130885;Caixa Econômica Federal;Bancos Federais;Roraima;Estados;17944.000472/2013-38;Honra de Aval;11/09/2018;11/09/2018;Real;2.652.334,21;1.187.260,05;1.465.074,16;277.185,20;2.929.519,41;1.187.260,05;1.465.074,16;277.185,20;2.929.519,41;2018;Setembro;
15/08/2018;Interna;CAIXA - 20120812;Caixa Econômica Federal;Bancos Federais;Roraima;Estados;17944.001473/2012-19;Honra de Aval;05/09/2018;05/09/2018;Real;2.453.694,46;1.178.013,28;1.275.681,18;260.850,23;2.714.544,69;1.178.013,28;1.275.681,18;260.850,23;2.714.544,69;2018;Setembro;
25/08/2018;Interna;CAIXA - 20120842;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001300/2012-09;Honra de Aval;10/09/2018;31/08/2018;Real;12.561.679,83;4.863.498,17;7.698.181,66;671.196,00;13.232.875,83;4.863.498,17;7.698.181,66;671.196,00;13.232.875,83;2018;Agosto;
15/08/2018;Externa;BIRD8191-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000492/2012-28;Honra de Aval;14/09/2018;23/08/2018;Dólar;7.066.173,33;3.000.000,00;4.061.640,00;4.533,33;7.066.173,33;12.219.000,00;16.543.059,72;18.464,25;28.780.523,97;2018;Agosto;
15/08/2018;Externa;BIRD8200-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000508/2012-01;Honra de Aval;14/09/2018;23/08/2018;Dólar;814.922,76;345.186,68;469.736,08;0,00;814.922,76;1.405.945,35;1.913.235,05;0,00;3.319.180,40;2018;Agosto;
20/08/2018;Interna;CAIXA - 20090492;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000599/2009-71;Honra de Aval;03/09/2018;23/08/2018;Real;2.700.811,30;1.103.030,37;1.597.780,93;5.330,03;2.706.141,33;1.103.030,37;1.597.780,93;5.330,03;2.706.141,33;2018;Agosto;
15/08/2018;Externa;BIRD8307-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001228/2013-92;Honra de Aval;14/09/2018;23/08/2018;Dólar;6.837.777,77;0,00;6.837.777,77;0,00;6.837.777,77;0,00;27.850.268,86;0,00;27.850.268,86;2018;Agosto;
20/08/2018;Interna;CAIXA - 20120747;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001228/2011-21;Honra de Aval;03/09/2018;23/08/2018;Real;1.005.575,31;293.335,31;712.240,00;1.984,48;1.007.559,79;293.335,31;712.240,00;1.984,48;1.007.559,79;2018;Agosto;
15/08/2018;Interna;BB - 2012769;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.001308/2012-67;Honra de Aval;28/08/2018;21/08/2018;Real;8.963.030,74;4.356.281,35;4.462.868,86;261.950,77;9.081.100,98;4.356.281,35;4.462.868,86;261.950,77;9.081.100,98;2018;Agosto;
15/08/2018;Interna;CAIXA - 20100571;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000403/2010-81;Honra de Aval;28/08/2018;21/08/2018;Real;7.346.465,01;6.526.826,18;819.638,83;307.650,07;7.654.115,08;6.526.826,18;819.638,83;307.650,07;7.654.115,08;2018;Agosto;
15/08/2018;Interna;BNDES - 2014976;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000487/2014-87;Honra de Aval;14/09/2018;21/08/2018;Real;23.866.031,29;10.755.135,63;13.117.329,55;1.014.427,31;24.886.892,49;10.755.135,63;13.117.329,55;1.014.427,31;24.886.892,49;2018;Agosto;
15/08/2018;Interna;BNDES - 2016004;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000158/2016-06;Honra de Aval;06/09/2018;21/08/2018;Real;3.092.470,40;1.600.654,85;1.488.348,63;101.512,50;3.190.515,98;1.600.654,85;1.488.348,63;101.512,50;3.190.515,98;2018;Agosto;
15/08/2018;Interna;BNDES - 2013848;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000161/2013-79;Honra de Aval;28/08/2018;21/08/2018;Real;26.668.132,82;9.848.426,77;16.822.452,31;1.138.953,22;27.809.832,30;9.848.426,77;16.822.452,31;1.138.953,22;27.809.832,30;2018;Agosto;
15/08/2018;Interna;BNDES - 2011684;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.001256/2010-67;Honra de Aval;28/08/2018;21/08/2018;Real;4.638.670,14;2.869.772,81;1.769.306,77;198.750,54;4.837.830,12;2.869.772,81;1.769.306,77;198.750,54;4.837.830,12;2018;Agosto;
24/07/2018;Interna;BB - 2013898;Banco do Brasil S/A;Bancos Federais;Minas Gerais;Estados;17944.000208/2013-02;Honra de Aval;08/08/2018;08/08/2018;Real;131.096.391,68;64.270.553,54;66.825.838,14;4.787.122,45;135.883.514,13;64.270.553,54;66.825.838,14;4.787.122,45;135.883.514,13;2018;Agosto;
25/07/2018;Interna;CAIXA - 20130885;Caixa Econômica Federal;Bancos Federais;Roraima;Estados;17944.000472/2013-38;Honra de Aval;13/08/2018;08/08/2018;Real;2.523.048,54;1.186.264,67;1.336.783,87;263.900,53;2.786.949,07;1.186.264,67;1.336.783,87;263.900,53;2.786.949,07;2018;Agosto;
28/07/2018;Externa;BID1037/OC-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;00109.510006/5497-35;Honra de Aval;27/08/2018;07/08/2018;Dólar;5.880.290,57;4.551.710,98;1.328.579,59;0,00;5.880.290,57;16.905.054,58;4.934.344,60;0,00;21.839.399,18;2018;Agosto;
25/07/2018;Interna;CAIXA - 20120842;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001300/2012-09;Honra de Aval;13/08/2018;01/08/2018;Real;12.557.190,29;4.835.166,54;7.722.023,75;704.262,03;13.261.452,32;4.835.166,54;7.722.023,75;704.262,03;13.261.452,32;2018;Agosto;
19/07/2018;Interna;CAIXA - 20120747;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001228/2011-21;Honra de Aval;06/08/2018;30/07/2018;Real;1.006.304,98;291.875,92;714.429,06;5.465,45;1.011.770,43;291.875,92;714.429,06;5.465,45;1.011.770,43;2018;Julho;
19/07/2018;Interna;CAIXA - 20090492;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000599/2009-71;Honra de Aval;06/08/2018;30/07/2018;Real;2.701.725,92;1.097.542,68;1.604.183,24;14.673,65;2.716.399,57;1.097.542,68;1.604.183,24;14.673,65;2.716.399,57;2018;Julho;
16/07/2018;Interna;BNDES - 2013848;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000161/2013-79;Honra de Aval;06/08/2018;27/07/2018;Real;27.281.066,12;9.844.805,06;17.437.866,94;2.597.192,15;29.879.864,15;9.844.805,06;17.437.866,94;2.597.192,15;29.879.864,15;2018;Julho;
16/07/2018;Interna;BNDES - 2011684;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.001256/2010-67;Honra de Aval;06/08/2018;27/07/2018;Real;4.715.211,20;2.868.717,47;1.846.771,29;450.150,51;5.165.639,27;2.868.717,47;1.846.771,29;450.150,51;5.165.639,27;2018;Julho;
16/07/2018;Interna;BNDES - 2014976;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000487/2014-87;Honra de Aval;15/08/2018;27/07/2018;Real;24.238.180,56;10.736.886,75;13.507.127,21;2.298.406,65;26.542.420,61;10.736.886,75;13.507.127,21;2.298.406,65;26.542.420,61;2018;Julho;
16/07/2018;Interna;BNDES - 2016004;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000158/2016-06;Honra de Aval;14/08/2018;27/07/2018;Real;3.121.836,39;1.600.390,67;1.522.669,80;110.218,90;3.233.279,37;1.600.390,67;1.522.669,80;110.218,90;3.233.279,37;2018;Julho;
16/07/2018;Interna;CAIXA - 20100571;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000403/2010-81;Honra de Aval;31/07/2018;23/07/2018;Real;7.412.957,23;6.523.945,68;889.011,55;387.040,21;7.799.997,44;6.523.945,68;889.011,55;387.040,21;7.799.997,44;2018;Julho;
05/07/2018;Interna;BB - 2013879;Banco do Brasil S/A;Bancos Federais;Piauí;Estados;17944.000199/2013-41;Honra de Aval;23/07/2018;23/07/2018;Real;53.322.058,76;24.741.660,18;28.580.398,58;2.167.360,23;55.489.418,99;24.741.660,18;28.580.398,58;2.167.360,23;55.489.418,99;2018;Julho;
16/07/2018;Interna;BB - 2012769;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.001308/2012-67;Honra de Aval;30/07/2018;20/07/2018;Real;9.134.689,51;4.356.281,35;4.636.682,04;263.850,80;9.256.814,19;4.356.281,35;4.636.682,04;263.850,80;9.256.814,19;2018;Julho;
20/06/2018;Interna;BB - 2012790;Banco do Brasil S/A;Bancos Federais;Minas Gerais;Estados;17944.001412/2012-51;Honra de Aval;07/07/2018;06/07/2018;Real;400.496.538,82;207.431.710,88;193.064.827,94;16.774.680,52;417.271.219,34;207.431.710,88;193.064.827,94;16.774.680,52;417.271.219,34;2018;Julho;
15/06/2018;Externa;BID2411/OC-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000797/2010-78;Honra de Aval;15/07/2018;05/07/2018;Dólar;1.704.713,33;996.489,36;705.911,68;2.312,29;1.704.713,33;3.884.315,53;2.751.643,72;9.013,31;6.644.972,56;2018;Julho;
15/06/2018;Externa;BID2646/OC-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001671/2011-00;Honra de Aval;15/07/2018;05/07/2018;Dólar;4.800.601,96;2.541.825,00;2.252.892,46;5.884,50;4.800.601,96;9.908.033,85;8.781.774,81;22.937,78;18.712.746,44;2018;Julho;
15/06/2018;Interna;CAIXA - 20120812;Caixa Econômica Federal;Bancos Federais;Roraima;Estados;17944.001473/2012-19;Honra de Aval;05/07/2018;04/07/2018;Real;2.507.488,07;1.176.937,67;1.330.550,40;265.106,14;2.772.594,21;1.176.937,67;1.330.550,40;265.106,14;2.772.594,21;2018;Julho;
25/06/2018;Interna;CAIXA - 20130885;Caixa Econômica Federal;Bancos Federais;Roraima;Estados;17944.000472/2013-38;Honra de Aval;10/07/2018;04/07/2018;Real;2.574.291,06;1.186.152,91;1.388.138,15;186.986,66;2.761.277,72;1.186.152,91;1.388.138,15;186.986,66;2.761.277,72;2018;Julho;
25/06/2018;Interna;CAIXA - 20120842;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001300/2012-09;Honra de Aval;10/07/2018;03/07/2018;Real;12.365.733,18;4.735.400,96;7.630.332,22;800.938,25;13.166.671,43;4.735.400,96;7.630.332,22;800.938,25;13.166.671,43;2018;Julho;
15/06/2018;Interna;BNDES - 2011684;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.001256/2010-67;Honra de Aval;04/07/2018;29/06/2018;Real;4.731.630,30;2.867.529,85;1.864.843,56;506.437,57;5.238.810,98;2.867.529,85;1.864.843,56;506.437,57;5.238.810,98;2018;Junho;
15/06/2018;Interna;BNDES - 2014976;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000487/2014-87;Honra de Aval;15/07/2018;29/06/2018;Real;24.294.322,01;10.715.635,57;13.591.179,00;2.580.587,93;26.887.402,50;10.715.635,57;13.591.179,00;2.580.587,93;26.887.402,50;2018;Junho;
15/06/2018;Interna;BNDES - 2016004;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000158/2016-06;Honra de Aval;13/07/2018;29/06/2018;Real;3.130.889,86;1.595.760,54;1.537.669,50;115.035,03;3.248.465,07;1.595.760,54;1.537.669,50;115.035,03;3.248.465,07;2018;Junho;
15/06/2018;Interna;BNDES - 2013848;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000161/2013-79;Honra de Aval;04/07/2018;29/06/2018;Real;27.325.382,29;9.840.729,44;17.488.944,35;2.915.347,40;30.245.021,19;9.840.729,44;17.488.944,35;2.915.347,40;30.245.021,19;2018;Junho;
15/06/2018;Interna;BB - 2012735;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.000532/2012-31;Honra de Aval;03/07/2018;28/06/2018;Real;381.903.382,19;194.165.096,42;187.738.285,78;12.110.842,21;394.014.224,41;194.165.096,42;187.738.285,78;12.110.842,21;394.014.224,41;2018;Junho;
19/06/2018;Interna;CAIXA - 20090492;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000599/2009-71;Honra de Aval;04/07/2018;28/06/2018;Real;2.702.635,12;1.092.082,28;1.610.552,84;12.007,14;2.714.642,26;1.092.082,28;1.610.552,84;12.007,14;2.714.642,26;2018;Junho;
19/06/2018;Interna;CAIXA - 20120747;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001228/2011-21;Honra de Aval;04/07/2018;28/06/2018;Real;1.007.031,04;290.423,80;716.607,24;4.473,96;1.011.505,00;290.423,80;716.607,24;4.473,96;1.011.505,00;2018;Junho;
15/06/2018;Interna;BB - 2012769;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.001308/2012-67;Honra de Aval;03/07/2018;25/06/2018;Real;9.157.083,28;4.356.281,35;4.800.801,93;196.642,51;9.353.725,79;4.356.281,35;4.800.801,93;196.642,51;9.353.725,79;2018;Junho;
15/06/2018;Interna;CAIXA - 20100571;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000403/2010-81;Honra de Aval;29/06/2018;25/06/2018;Real;7.451.772,63;6.520.866,74;930.905,89;470.950,09;7.922.722,72;6.520.866,74;930.905,89;470.950,09;7.922.722,72;2018;Junho;
05/06/2018;Externa;CFA008002;Corporacão Andina de Fomento;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000234/2012-41;Honra de Aval;05/07/2018;12/06/2018;Dólar;10.155.609,97;7.515.490,73;2.640.119,24;10.478,93;10.166.088,90;27.860.675,68;9.787.186,04;38.846,44;37.686.708,16;2018;Junho;
