Relatório de Honras e Atrasos
Data de Emissão: 30/04/2020 11:35
Tipo de Dívida: Interna - Externa
Selecionar mutuário(s) por: Não Informado
Credor(es): Não Informado
Selecionar operação de crédito por: Não Informado
Status Atraso: Honra de Aval
Data Regularização Inicial: 01/01/2016
Data Regularização Final: 30/04/2020

Data de Vencimento;Tipo de Dívida;Nome do Contrato;Credor;Classificação do Credor;Mutuário;Tipo de Mutuário;Processo PGFN;Status;Data Limite da União;Data Regularização do Atraso;Moeda de Origem;Total no Vencimento (Moeda de Origem);Honra - Principal (Moeda de Origem);Honra - Juros/Encargos (Moeda de Origem);Honra - Mora (Moeda de Origem);Honra - Total (Moeda de Origem);Honra - Principal (R$);Honra Juros/Encargos (R$);Honra - Mora (R$);Honra - Total (R$);Ano Regularização;Mês Regularização;
16/09/2019;Interna;BNDES - 2013822;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Goiás;Estados;17944.001458/2012-71;Honra de Aval;30/09/2019;19/09/2019;Real;2.485.997,75;1.253.030,64;1.232.967,11;77.898,01;2.563.895,76;1.253.030,64;1.232.967,11;77.898,01;2.563.895,76;2019;Setembro;
16/09/2019;Interna;BNDES - 2012792;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Minas Gerais;Estados;17944.001163/2012-02;Honra de Aval;30/09/2019;19/09/2019;Real;3.896.977,02;3.154.527,44;742.449,58;122.110,64;4.019.087,66;3.154.527,44;742.449,58;122.110,64;4.019.087,66;2019;Setembro;
16/09/2019;Interna;BNDES - 2013854;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Amapá;Estados;17944.000002/2013-74;Honra de Aval;30/09/2019;19/09/2019;Real;2.607.331,82;1.306.189,47;1.301.142,35;81.699,98;2.689.031,80;1.306.189,47;1.301.142,35;81.699,98;2.689.031,80;2019;Setembro;
15/09/2019;Interna;CAIXA - 20120818;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.001445/2012-00;Honra de Aval;30/09/2019;19/09/2019;Real;3.482.422,50;1.766.077,62;1.716.344,88;107.342,21;3.589.764,71;1.766.077,62;1.716.344,88;107.342,21;3.589.764,71;2019;Setembro;
16/09/2019;Interna;BNDES - 2013840;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio Grande do Norte;Estados;17944.000026/2013-23;Honra de Aval;30/09/2019;19/09/2019;Real;2.393.000,80;1.206.156,89;1.186.843,91;74.983,98;2.467.984,78;1.206.156,89;1.186.843,91;74.983,98;2.467.984,78;2019;Setembro;
13/09/2019;Externa;CFA007948;Corporacão Andina de Fomento;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000237/2012-85;Honra de Aval;17/10/2019;18/09/2019;Dólar;5.770.983,47;4.620.390,35;1.150.593,12;4.468,61;5.775.452,08;18.915.878,09;4.710.528,23;18.294,49;23.644.700,81;2019;Setembro;
13/09/2019;Externa;CFA007949;Corporacão Andina de Fomento;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000233/2012-05;Honra de Aval;17/10/2019;18/09/2019;Dólar;11.892.116,35;8.560.403,24;3.331.713,11;8.350,53;11.900.466,88;35.064.851,27;13.641.473,07;34.187,07;48.740.511,41;2019;Setembro;
16/09/2019;Interna;Credit Suisse - MU57/2014;Banco Suiço de Investimento - Credit Suisse-Brasil;Credores Privados;Rio de Janeiro;Estados;17944.000504/2014-86;Honra de Aval;11/10/2019;18/09/2019;Real;76.711.461,98;24.745.678,18;51.965.783,79;1.665.477,68;78.376.939,65;24.745.678,18;51.965.783,79;1.665.477,68;78.376.939,65;2019;Setembro;
16/09/2019;Interna;BB - 2013836;Banco do Brasil S/A;Bancos Federais;Rio Grande do Norte;Estados;17944.001447/2012-91;Honra de Aval;30/09/2019;18/09/2019;Real;3.250.612,10;1.578.732,74;1.671.879,36;23.303,43;3.273.915,53;1.578.732,74;1.671.879,36;23.303,43;3.273.915,53;2019;Setembro;
16/09/2019;Interna;BB - 2012769;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.001308/2012-67;Honra de Aval;30/09/2019;18/09/2019;Real;8.927.395,59;4.356.281,35;4.571.114,15;63.876,12;8.991.271,62;4.356.281,35;4.571.114,15;63.876,12;8.991.271,62;2019;Setembro;
15/08/2019;Interna;CAIXA - 20120856;Caixa Econômica Federal;Bancos Federais;Amapá;Estados;17944.001452/2012-01;Honra de Aval;10/09/2019;04/09/2019;Real;8.925.312,69;4.367.478,08;4.557.834,61;584.399,72;9.509.712,41;4.367.478,08;4.557.834,61;584.399,72;9.509.712,41;2019;Setembro;
26/08/2019;Externa;BID2232/OC-BR;BID;Organismos Multilaterais;Minas Gerais;Estados;17944.000576/2009-66;Honra de Aval;25/09/2019;02/09/2019;Dólar;1.813.104,73;1.290.322,58;522.782,15;0,00;1.813.104,73;5.362.580,64;2.172.682,62;0,00;7.535.263,26;2019;Setembro;
15/08/2019;Interna;BNDES - 2013858;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Amapá;Estados;17944.001498/2012-12;Honra de Aval;02/09/2019;02/09/2019;Real;6.046.996,04;3.068.201,72;2.978.794,32;656.416,54;6.703.412,58;3.068.201,72;2.978.794,32;656.416,54;6.703.412,58;2019;Setembro;
15/08/2019;Interna;BNDES - 2013854;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Amapá;Estados;17944.000002/2013-74;Honra de Aval;02/09/2019;02/09/2019;Real;2.574.316,58;1.306.189,47;1.268.127,11;279.448,50;2.853.765,08;1.306.189,47;1.268.127,11;279.448,50;2.853.765,08;2019;Setembro;
25/08/2019;Interna;CAIXA - 20120842;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001300/2012-09;Honra de Aval;09/09/2019;29/08/2019;Real;12.959.586,59;5.358.917,65;7.600.668,94;545.660,33;13.505.246,92;5.358.917,65;7.600.668,94;545.660,33;13.505.246,92;2019;Agosto;
15/08/2019;Externa;BIRD8191-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000492/2012-28;Honra de Aval;14/09/2019;26/08/2019;Dólar;8.039.026,67;3.000.000,00;5.033.006,67;6.020,00;8.039.026,67;12.437.143,35;20.863.456,00;24.952,90;33.325.552,25;2019;Agosto;
15/08/2019;Externa;BIRD8200-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000508/2012-01;Honra de Aval;14/09/2019;26/08/2019;Dólar;1.366.804,57;506.782,19;859.005,44;1.016,94;1.366.804,57;2.105.173,22;3.568.308,60;4.224,37;5.677.706,19;2019;Agosto;
15/08/2019;Externa;BIRD8307-BR;Banco Mundial;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001228/2013-92;Honra de Aval;14/09/2019;26/08/2019;Dólar;8.647.777,77;0,00;8.647.777,77;0,00;8.647.777,77;0,00;35.683.545,53;0,00;35.683.545,53;2019;Agosto;
15/08/2019;Externa;BIRD7377-BR;Banco Mundial;Organismos Multilaterais;Minas Gerais;Estados;19405.000048/2005-14;Honra de Aval;14/09/2019;26/08/2019;Dólar;6.979.935,61;6.069.000,00;896.821,81;14.113,80;6.979.935,61;25.157.646,96;3.725.397,80;58.628,73;28.941.673,49;2019;Agosto;
15/08/2019;Externa;BID2306/OC-BR;BID;Organismos Multilaterais;Minas Gerais;Estados;17944.001368/2009-84;Honra de Aval;14/09/2019;26/08/2019;Dólar;4.934.475,07;2.857.269,50;2.077.205,57;0,00;4.934.475,07;11.869.097,50;8.628.711,94;0,00;20.497.809,44;2019;Agosto;
19/08/2019;Interna;CAIXA - 20120747;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001228/2011-21;Honra de Aval;02/09/2019;22/08/2019;Real;996.529,14;311.427,58;685.101,56;1.474,81;998.003,95;311.427,58;685.101,56;1.474,81;998.003,95;2019;Agosto;
15/08/2019;Interna;CAIXA - 20130915;Caixa Econômica Federal;Bancos Federais;Rio Grande do Norte;Estados;17944.000439/2013-16;Honra de Aval;02/09/2019;22/08/2019;Real;2.852.748,51;2.640.778,51;211.970,00;148.811,25;3.001.559,76;2.640.778,51;211.970,00;148.811,25;3.001.559,76;2019;Agosto;
15/08/2019;Interna;CAIXA - 20130912;Caixa Econômica Federal;Bancos Federais;Rio Grande do Norte;Estados;17944.001160/2012-61;Honra de Aval;02/09/2019;22/08/2019;Real;1.484.266,43;1.399.985,88;84.280,55;77.425,52;1.561.691,95;1.399.985,88;84.280,55;77.425,52;1.561.691,95;2019;Agosto;
16/08/2019;Interna;BNDES - 2012792;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Minas Gerais;Estados;17944.001163/2012-02;Honra de Aval;02/09/2019;22/08/2019;Real;3.940.112,02;3.154.527,44;785.584,59;168.224,40;4.108.336,43;3.154.527,44;785.584,59;168.224,40;4.108.336,43;2019;Agosto;
19/08/2019;Interna;CAIXA - 20090492;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000599/2009-71;Honra de Aval;02/09/2019;22/08/2019;Real;2.680.768,77;1.167.235,51;1.513.533,26;3.967,39;2.684.736,16;1.167.235,51;1.513.533,26;3.967,39;2.684.736,16;2019;Agosto;
16/08/2019;Interna;BNDES - 2012788;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Minas Gerais;Estados;17944.001346/2012-10;Honra de Aval;11/09/2019;22/08/2019;Real;19.880.021,14;0,00;19.880.021,14;848.784,13;20.728.805,27;0,00;19.880.021,14;848.784,13;20.728.805,27;2019;Agosto;
16/08/2019;Interna;BNDES - 2010554;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Minas Gerais;Estados;17944.000477/2010-18;Honra de Aval;02/09/2019;22/08/2019;Real;1.495.034,20;0,00;1.495.034,20;63.830,98;1.558.865,18;0,00;1.495.034,20;63.830,98;1.558.865,18;2019;Agosto;
15/08/2019;Interna;BNDES - 2013840;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio Grande do Norte;Estados;17944.000026/2013-23;Honra de Aval;02/09/2019;22/08/2019;Real;2.362.972,32;1.206.156,89;1.156.815,43;125.650,56;2.488.622,88;1.206.156,89;1.156.815,43;125.650,56;2.488.622,88;2019;Agosto;
15/08/2019;Interna;CAIXA - 20110709;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.002004/2011-36;Honra de Aval;10/09/2019;21/08/2019;Real;29.898.833,80;14.918.848,18;14.979.985,62;1.244.150,27;31.142.984,07;14.918.848,18;14.979.985,62;1.244.150,27;31.142.984,07;2019;Agosto;
15/08/2019;Interna;CAIXA - 20160011;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.000541/2016-56;Honra de Aval;10/09/2019;21/08/2019;Real;26.788.039,37;15.397.261,80;11.390.777,58;1.142.563,46;27.930.602,84;15.397.261,80;11.390.777,58;1.142.563,46;27.930.602,84;2019;Agosto;
15/08/2019;Interna;CAIXA - 20100571;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000403/2010-81;Honra de Aval;02/09/2019;21/08/2019;Real;6.905.300,68;6.566.570,71;338.729,98;288.540,32;7.193.841,01;6.566.570,71;338.729,98;288.540,32;7.193.841,01;2019;Agosto;
15/08/2019;Interna;BNDES - 2014976;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000487/2014-87;Honra de Aval;18/09/2019;21/08/2019;Real;24.117.180,32;11.034.412,43;13.085.106,02;1.024.491,67;25.144.010,12;11.034.412,43;13.085.106,02;1.024.491,67;25.144.010,12;2019;Agosto;
15/08/2019;Interna;CAIXA - 20120818;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.001445/2012-00;Honra de Aval;02/09/2019;21/08/2019;Real;3.439.125,34;1.766.077,63;1.673.047,72;143.287,71;3.582.413,06;1.766.077,63;1.673.047,72;143.287,71;3.582.413,06;2019;Agosto;
15/08/2019;Interna;BNDES - 2016004;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000158/2016-06;Honra de Aval;09/09/2019;21/08/2019;Real;3.159.798,41;1.664.677,46;1.495.672,93;103.789,67;3.264.140,06;1.664.677,46;1.495.672,93;103.789,67;3.264.140,06;2019;Agosto;
15/08/2019;Interna;BNDES - 2013848;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000161/2013-79;Honra de Aval;02/09/2019;21/08/2019;Real;26.580.141,50;9.907.523,38;16.672.618,12;1.134.848,00;27.714.989,50;9.907.523,38;16.672.618,12;1.134.848,00;27.714.989,50;2019;Agosto;
15/08/2019;Interna;BNDES - 2011684;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.001256/2010-67;Honra de Aval;02/09/2019;21/08/2019;Real;4.489.173,40;2.886.993,21;1.602.180,19;192.289,25;4.681.462,65;2.886.993,21;1.602.180,19;192.289,25;4.681.462,65;2019;Agosto;
15/08/2019;Interna;BNDES - 2013822;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Goiás;Estados;17944.001458/2012-71;Honra de Aval;02/09/2019;20/08/2019;Real;2.454.802,30;1.253.030,64;1.201.771,66;79.104,81;2.533.907,11;1.253.030,64;1.201.771,66;79.104,81;2.533.907,11;2019;Agosto;
15/08/2019;Interna;BB - 2012769;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.001308/2012-67;Honra de Aval;28/08/2019;19/08/2019;Real;8.816.368,84;4.527.549,80;4.288.819,04;61.411,24;8.877.780,08;4.527.549,80;4.288.819,04;61.411,24;8.877.780,08;2019;Agosto;
15/08/2019;Interna;BB - 2013836;Banco do Brasil S/A;Bancos Federais;Rio Grande do Norte;Estados;17944.001447/2012-91;Honra de Aval;28/08/2019;19/08/2019;Real;3.209.701,33;1.638.388,23;1.571.313,10;23.647,64;3.233.348,97;1.638.388,23;1.571.313,10;23.647,64;3.233.348,97;2019;Agosto;
14/08/2019;Externa;CreditSuisse-MG/2012;Banco Suiço de Investimento - Credit Suisse;Credores Privados;Minas Gerais;Estados;17944.000458/2012-53;Honra de Aval;13/09/2019;15/08/2019;Dólar;30.647.417,75;0,00;30.647.417,75;0,00;30.647.417,75;0,00;122.857.026,63;0,00;122.857.026,63;2019;Agosto;
08/08/2019;Interna;BB - 2013889;Banco do Brasil S/A;Bancos Federais;Goiás;Estados;17944.000453/2013-10;Honra de Aval;21/08/2019;12/08/2019;Real;167.641.832,15;77.796.139,63;89.845.692,52;1.112.330,40;168.754.162,55;77.796.139,63;89.845.692,52;1.112.330,40;168.754.162,55;2019;Agosto;
28/07/2019;Externa;BID1037/OC-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;00109.510006/5497-35;Honra de Aval;27/08/2019;02/08/2019;Dólar;5.670.996,66;4.551.710,98;1.119.285,68;0,00;5.670.996,66;17.690.224,72;4.350.103,80;0,00;22.040.328,52;2019;Agosto;
24/07/2019;Interna;BB - 2013898;Banco do Brasil S/A;Bancos Federais;Minas Gerais;Estados;17944.000208/2013-02;Honra de Aval;12/08/2019;30/07/2019;Real;135.294.854,76;63.522.628,57;71.772.226,19;1.734.397,58;137.029.252,34;63.522.628,57;71.772.226,19;1.734.397,58;137.029.252,34;2019;Julho;
25/07/2019;Interna;CAIXA - 20120842;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001300/2012-09;Honra de Aval;07/08/2019;29/07/2019;Real;12.928.760,46;5.316.927,64;7.611.832,82;280.816,96;13.209.577,42;5.316.927,64;7.611.832,82;280.816,96;13.209.577,42;2019;Julho;
15/07/2019;Interna;BNDES - 2011684;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.001256/2010-67;Honra de Aval;05/08/2019;24/07/2019;Real;4.355.010,27;2.886.993,21;1.468.017,06;323.897,90;4.678.908,17;2.886.993,21;1.468.017,06;323.897,90;4.678.908,17;2019;Julho;
19/07/2019;Interna;CAIXA - 20090492;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000599/2009-71;Honra de Aval;05/08/2019;24/07/2019;Real;2.681.736,63;1.161.428,37;1.520.308,26;6.616,13;2.688.352,76;1.161.428,37;1.520.308,26;6.616,13;2.688.352,76;2019;Julho;
15/07/2019;Interna;BNDES - 2014976;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000487/2014-87;Honra de Aval;21/08/2019;24/07/2019;Real;22.811.980,25;11.015.776,56;11.799.835,57;1.684.168,87;24.499.781,00;11.015.776,56;11.799.835,57;1.684.168,87;24.499.781,00;2019;Julho;
19/07/2019;Interna;CAIXA - 20120747;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001228/2011-21;Honra de Aval;05/08/2019;24/07/2019;Real;997.303,87;309.878,20;687.425,67;2.460,47;999.764,34;309.878,20;687.425,67;2.460,47;999.764,34;2019;Julho;
15/07/2019;Interna;BNDES - 2016004;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000158/2016-06;Honra de Aval;12/08/2019;24/07/2019;Real;2.996.389,88;1.660.277,95;1.336.969,34;102.733,01;3.099.980,30;1.660.277,95;1.336.969,34;102.733,01;3.099.980,30;2019;Julho;
15/07/2019;Interna;BNDES - 2013848;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio de Janeiro;Estados;17944.000161/2013-79;Honra de Aval;05/08/2019;24/07/2019;Real;25.066.249,43;9.907.523,38;15.158.726,05;1.858.903,66;26.925.153,09;9.907.523,38;15.158.726,05;1.858.903,66;26.925.153,09;2019;Julho;
15/07/2019;Interna;BB - 2013836;Banco do Brasil S/A;Bancos Federais;Rio Grande do Norte;Estados;17944.001447/2012-91;Honra de Aval;30/07/2019;23/07/2019;Real;3.070.819,18;1.638.362,10;1.432.457,08;61.217,53;3.132.036,71;1.638.362,10;1.432.457,08;61.217,53;3.132.036,71;2019;Julho;
15/07/2019;Interna;CAIXA - 20110709;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.002004/2011-36;Honra de Aval;08/08/2019;22/07/2019;Real;28.569.015,63;14.918.848,18;13.650.167,45;1.482.696,10;30.051.711,73;14.918.848,18;13.650.167,45;1.482.696,10;30.051.711,73;2019;Julho;
15/07/2019;Interna;CAIXA - 20130915;Caixa Econômica Federal;Bancos Federais;Rio Grande do Norte;Estados;17944.000439/2013-16;Honra de Aval;30/07/2019;22/07/2019;Real;2.848.755,44;2.640.778,51;207.976,93;148.602,95;2.997.358,39;2.640.778,51;207.976,93;148.602,95;2.997.358,39;2019;Julho;
15/07/2019;Interna;CAIXA - 20160011;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.000541/2016-56;Honra de Aval;08/08/2019;22/07/2019;Real;26.788.039,37;15.310.502,29;11.477.537,10;1.423.081,11;28.211.120,50;15.310.502,29;11.477.537,10;1.423.081,11;28.211.120,50;2019;Julho;
15/07/2019;Interna;CAIXA - 20130912;Caixa Econômica Federal;Bancos Federais;Rio Grande do Norte;Estados;17944.001160/2012-61;Honra de Aval;30/07/2019;22/07/2019;Real;1.484.799,08;1.399.985,88;84.813,20;77.453,30;1.562.252,38;1.399.985,88;84.813,20;77.453,30;1.562.252,38;2019;Julho;
15/07/2019;Interna;CAIXA - 20120818;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.001445/2012-00;Honra de Aval;30/07/2019;22/07/2019;Real;3.291.325,76;1.766.077,63;1.525.248,15;171.017,30;3.462.343,08;1.766.077,63;1.525.248,15;171.017,30;3.462.343,08;2019;Julho;
15/07/2019;Interna;BB - 2012769;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.001308/2012-67;Honra de Aval;29/07/2019;19/07/2019;Real;8.437.697,28;4.527.503,06;3.910.115,42;108.165,13;8.545.783,61;4.527.503,06;3.910.115,42;108.165,13;8.545.783,61;2019;Julho;
15/07/2019;Interna;BNDES - 2013822;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Goiás;Estados;17944.001458/2012-71;Honra de Aval;29/07/2019;19/07/2019;Real;2.348.552,99;1.253.030,64;1.095.522,35;98.162,21;2.446.715,20;1.253.030,64;1.095.522,35;98.162,21;2.446.715,20;2019;Julho;
15/07/2019;Interna;BNDES - 2012756;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Goiás;Estados;17944.001105/2012-71;Honra de Aval;07/08/2019;19/07/2019;Real;24.889.662,22;0,00;24.889.662,22;1.039.447,60;25.929.109,82;0,00;24.889.662,22;1.039.447,60;25.929.109,82;2019;Julho;
15/07/2019;Interna;BNDES - 2013840;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio Grande do Norte;Estados;17944.000026/2013-23;Honra de Aval;29/07/2019;18/07/2019;Real;2.260.697,60;1.206.156,89;1.054.540,72;70.838,30;2.331.535,91;1.206.156,89;1.054.540,72;70.838,30;2.331.535,91;2019;Julho;
15/07/2019;Interna;CAIXA - 20100571;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000403/2010-81;Honra de Aval;29/07/2019;18/07/2019;Real;6.912.832,54;6.566.570,71;346.261,84;213.496,48;7.126.329,03;6.566.570,71;346.261,84;213.496,48;7.126.329,03;2019;Julho;
15/07/2019;Interna;BNDES - 2012792;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Minas Gerais;Estados;17944.001163/2012-02;Honra de Aval;29/07/2019;18/07/2019;Real;3.860.843,85;3.154.527,44;706.316,42;120.978,42;3.981.822,28;3.154.527,44;706.316,42;120.978,42;3.981.822,28;2019;Julho;
15/06/2019;Externa;BIRD8276-BR;Banco Mundial;Organismos Multilaterais;Rio Grande do Norte;Estados;17944.000214/2013-51;Honra de Aval;15/07/2019;12/07/2019;Dólar;7.658.825,51;3.923.536,65;3.731.312,50;3.976,36;7.658.825,51;14.693.644,75;13.971.110,47;14.887,49;28.679.642,71;2019;Julho;
17/06/2019;Interna;BB - 2013836;Banco do Brasil S/A;Bancos Federais;Rio Grande do Norte;Estados;17944.001447/2012-91;Honra de Aval;08/07/2019;08/07/2019;Real;3.343.287,61;1.638.273,62;1.705.013,99;172.090,07;3.515.377,68;1.638.273,62;1.705.013,99;172.090,07;3.515.377,68;2019;Julho;
17/06/2019;Interna;CAIXA - 20130912;Caixa Econômica Federal;Bancos Federais;Rio Grande do Norte;Estados;17944.001160/2012-61;Honra de Aval;03/07/2019;03/07/2019;Real;1.510.181,47;1.399.852,13;110.329,34;159.003,72;1.669.185,19;1.399.852,13;110.329,34;159.003,72;1.669.185,19;2019;Julho;
17/06/2019;Interna;CAIXA - 20130915;Caixa Econômica Federal;Bancos Federais;Rio Grande do Norte;Estados;17944.000439/2013-16;Honra de Aval;03/07/2019;03/07/2019;Real;2.905.397,41;2.640.526,23;264.871,18;305.902,94;3.211.300,35;2.640.526,23;264.871,18;305.902,94;3.211.300,35;2019;Julho;
17/06/2019;Interna;BNDES - 2013840;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Rio Grande do Norte;Estados;17944.000026/2013-23;Honra de Aval;01/07/2019;01/07/2019;Real;2.461.114,96;1.206.156,89;1.255.193,20;237.797,60;2.699.147,69;1.206.156,89;1.255.193,20;237.797,60;2.699.147,69;2019;Julho;
21/06/2019;Interna;BB - 2012790;Banco do Brasil S/A;Bancos Federais;Minas Gerais;Estados;17944.001412/2012-51;Honra de Aval;09/07/2019;28/06/2019;Real;444.572.674,57;213.199.068,55;231.373.606,02;8.545.241,07;453.117.915,64;213.199.068,55;231.373.606,02;8.545.241,07;453.117.915,64;2019;Junho;
25/06/2019;Interna;CAIXA - 20120842;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.001300/2012-09;Honra de Aval;08/07/2019;27/06/2019;Real;12.931.441,55;5.288.941,06;7.642.500,49;271.501,30;13.202.942,85;5.288.941,06;7.642.500,49;271.501,30;13.202.942,85;2019;Junho;
15/06/2019;Interna;BNDES - 2013822;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Goiás;Estados;17944.001458/2012-71;Honra de Aval;08/07/2019;27/06/2019;Real;2.556.916,00;1.303.937,01;1.252.996,44;190.840,99;2.747.774,44;1.303.937,01;1.252.996,44;190.840,99;2.747.774,44;2019;Junho;
17/06/2019;Interna;CAIXA - 20110709;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.002004/2011-36;Honra de Aval;12/07/2019;26/06/2019;Real;31.159.811,45;14.917.422,97;16.242.388,48;1.948.415,38;33.108.226,83;14.917.422,97;16.242.388,48;1.948.415,38;33.108.226,83;2019;Junho;
17/06/2019;Interna;CAIXA - 20160011;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.000541/2016-56;Honra de Aval;12/07/2019;26/06/2019;Real;26.788.039,38;15.224.231,64;11.563.807,74;2.009.163,23;28.797.202,61;15.224.231,64;11.563.807,74;2.009.163,23;28.797.202,61;2019;Junho;
17/06/2019;Interna;BNDES - 2012792;Banco Nacional de Desenvolvimento Econômico e Social;Bancos Federais;Minas Gerais;Estados;17944.001163/2012-02;Honra de Aval;01/07/2019;26/06/2019;Real;4.009.655,36;3.154.419,82;855.481,81;257.171,03;4.267.072,66;3.154.419,82;855.481,81;257.171,03;4.267.072,66;2019;Junho;
17/06/2019;Interna;CAIXA - 20120818;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.001445/2012-00;Honra de Aval;03/07/2019;26/06/2019;Real;3.581.335,67;1.765.908,91;1.815.426,76;224.224,79;3.805.560,46;1.765.908,91;1.815.426,76;224.224,79;3.805.560,46;2019;Junho;
15/06/2019;Externa;BID2411/OC-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;17944.000797/2010-78;Honra de Aval;15/07/2019;25/06/2019;Dólar;1.673.288,15;998.801,65;674.486,50;0,00;1.673.288,15;3.829.405,53;2.585.981,24;0,00;6.415.386,77;2019;Junho;
15/05/2019;Interna;CAIXA - 20160011;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.000541/2016-56;Honra de Aval;25/06/2019;25/06/2019;Real;26.788.039,37;15.138.447,10;11.649.592,27;3.004.412,58;29.792.451,95;15.138.447,10;11.649.592,27;3.004.412,58;29.792.451,95;2019;Junho;
15/05/2019;Interna;CAIXA - 20110709;Caixa Econômica Federal;Bancos Federais;Goiás;Estados;17944.002004/2011-36;Honra de Aval;25/06/2019;25/06/2019;Real;29.752.915,48;14.914.063,55;14.838.851,93;3.204.009,77;32.956.925,25;14.914.063,55;14.838.851,93;3.204.009,77;32.956.925,25;2019;Junho;
15/06/2019;Externa;BID2646/OC-BR;BID;Organismos Multilaterais;Rio de Janeiro;Estados;17944.001671/2011-00;Honra de Aval;15/07/2019;25/06/2019;Dólar;5.078.779,29;2.541.825,00;2.536.954,29;0,00;5.078.779,29;9.745.357,05;9.726.682,75;0,00;19.472.039,80;2019;Junho;
17/06/2019;Interna;BB - 2012769;Banco do Brasil S/A;Bancos Federais;Rio de Janeiro;Estados;17944.001308/2012-67;Honra de Aval;01/07/2019;24/06/2019;Real;9.181.459,63;4.527.010,08;4.654.449,55;143.815,60;9.325.275,23;4.527.010,08;4.654.449,55;143.815,60;9.325.275,23;2019;Junho;
19/06/2019;Interna;CAIXA - 20090492;Caixa Econômica Federal;Bancos Federais;Rio de Janeiro;Estados;17944.000599/2009-71;Honra de Aval;03/07/2019;24/06/2019;Real;2.682.699,63;1.155.650,12;1.527.049,51;6.618,51;2.689.318,14;1.155.650,12;1.527.049,51;6.618,51;2.689.318,14;2019;Junho;
