"","data","tipo_divida","Credor","tipo_credor","mutuario","tipo_mutuario","Status","valor","mes","ano","mes_ano","mutuario_cat","estados","credor_cat","qde_credor","data_mes","pos"
"234",2017-07-25,"Interna","Caixa Econômica Federal","Bancos Federais","Roraima","Estados","Honra de Aval",280084928,"07",2017,"201707","Demais entes","Roraima","Caixa Econômica Federal",377,2017-07-01,8
"235",2017-07-12,"Interna","Caixa Econômica Federal","Bancos Federais","Natal","Municípios","Honra de Aval",218202526,"07",2017,"201707","Demais entes","Demais","Caixa Econômica Federal",377,2017-07-01,9
"236",2017-07-17,"Interna","Caixa Econômica Federal","Bancos Federais","Roraima","Estados","Honra de Aval",274852838,"07",2017,"201707","Demais entes","Roraima","Caixa Econômica Federal",377,2017-07-01,10
"237",2017-08-01,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",5924997008,"08",2017,"201708","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-08-01,1
"238",2017-08-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",93196719,"08",2017,"201708","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2017-08-01,2
"239",2017-08-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",45044479,"08",2017,"201708","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2017-08-01,3
"240",2017-08-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",155327865,"08",2017,"201708","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2017-08-01,4
"241",2017-08-25,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",819323169,"08",2017,"201708","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-08-01,5
"242",2017-08-15,"Interna","Banco do Brasil S/A","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",937870382,"08",2017,"201708","Estado do Rio de Janeiro","Rio de Janeiro","Banco do Brasil S/A",111,2017-08-01,6
"243",2017-08-15,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",854967693,"08",2017,"201708","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-08-01,7
"244",2017-08-21,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",254620844,"08",2017,"201708","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-08-01,8
"245",2017-08-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",2599355408,"08",2017,"201708","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-08-01,9
"246",2017-08-21,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",84218487,"08",2017,"201708","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-08-01,10
"247",2017-08-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",312507674,"08",2017,"201708","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-08-01,11
"248",2017-08-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",2942071617,"08",2017,"201708","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-08-01,12
"249",2017-08-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",526880345,"08",2017,"201708","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-08-01,13
"250",2017-08-14,"Interna","Caixa Econômica Federal","Bancos Federais","Natal","Municípios","Honra de Aval",219346689,"08",2017,"201708","Demais entes","Demais","Caixa Econômica Federal",377,2017-08-01,14
"251",2017-08-25,"Interna","Caixa Econômica Federal","Bancos Federais","Roraima","Estados","Honra de Aval",284427001,"08",2017,"201708","Demais entes","Roraima","Caixa Econômica Federal",377,2017-08-01,15
"252",2017-08-15,"Interna","Caixa Econômica Federal","Bancos Federais","Roraima","Estados","Honra de Aval",272614486,"08",2017,"201708","Demais entes","Roraima","Caixa Econômica Federal",377,2017-08-01,16
"253",2017-09-19,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",10190455,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-09-01,1
"254",2017-09-19,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",267879845,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-09-01,2
"255",2017-09-25,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",837450747,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-09-01,3
"256",2017-09-01,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",6193196295,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-09-01,4
"257",2017-09-20,"Externa","Japan International Cooperation Agency","Agências Governamentais","Rio de Janeiro","Estados","Honra de Aval",4325449,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",12,2017-09-01,5
"258",2017-09-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",540896891,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-09-01,6
"259",2017-09-19,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",261782297,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-09-01,7
"260",2017-09-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",2701952227,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-09-01,8
"261",2017-09-19,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",92554321,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-09-01,9
"262",2017-09-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",323669533,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-09-01,10
"263",2017-09-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",3072279325,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-09-01,11
"264",2017-09-09,"Externa","BID","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",3911007719,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",99,2017-09-01,12
"265",2017-09-13,"Externa","Corporacão Andina de Fomento","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",368929283,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",41,2017-09-01,13
"266",2017-09-20,"Externa","Japan International Cooperation Agency","Agências Governamentais","Rio de Janeiro","Estados","Honra de Aval",2632143058,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",12,2017-09-01,14
"267",2017-09-13,"Externa","Corporacão Andina de Fomento","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",1839474696,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",41,2017-09-01,15
"268",2017-09-09,"Externa","BID","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",55591163,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",99,2017-09-01,16
"269",2017-09-15,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",844205422,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-09-01,17
"270",2017-09-15,"Interna","Credit Suisse","Credores Privados","Rio de Janeiro","Estados","Honra de Aval",7797675023,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Credit Suisse",14,2017-09-01,18
"271",2017-09-15,"Interna","Banco do Brasil S/A","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",962510056,"09",2017,"201709","Estado do Rio de Janeiro","Rio de Janeiro","Banco do Brasil S/A",111,2017-09-01,19
"272",2017-09-25,"Interna","Caixa Econômica Federal","Bancos Federais","Roraima","Estados","Honra de Aval",281063245,"09",2017,"201709","Demais entes","Roraima","Caixa Econômica Federal",377,2017-09-01,20
"273",2017-09-12,"Interna","Caixa Econômica Federal","Bancos Federais","Natal","Municípios","Honra de Aval",218962648,"09",2017,"201709","Demais entes","Demais","Caixa Econômica Federal",377,2017-09-01,21
"274",2017-09-15,"Interna","Caixa Econômica Federal","Bancos Federais","Roraima","Estados","Honra de Aval",282336364,"09",2017,"201709","Demais entes","Roraima","Caixa Econômica Federal",377,2017-09-01,22
"275",2017-10-31,"Externa","Agência Francesa de Desevolvimento","Agências Governamentais","Rio de Janeiro","Estados","Honra de Aval",2755221062,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",14,2017-10-01,1
"276",2017-10-15,"Externa","BID","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",284154063,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",99,2017-10-01,2
"277",2017-10-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",284913504,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2017-10-01,3
"278",2017-10-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",4809600738,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2017-10-01,4
"279",2017-10-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",90141759,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2017-10-01,5
"280",2017-10-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",723927839,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2017-10-01,6
"281",2017-10-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",54028584,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-10-01,7
"282",2017-10-17,"Interna","Credit Suisse","Credores Privados","Rio de Janeiro","Estados","Honra de Aval",1038473594,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Credit Suisse",14,2017-10-01,8
"283",2017-10-25,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",830062556,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-10-01,9
"284",2017-10-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",2696211458,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-10-01,10
"285",2017-10-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",322367968,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-10-01,11
"286",2017-10-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",3073931019,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-10-01,12
"287",2017-10-01,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",6152906261,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-10-01,13
"288",2017-10-16,"Interna","Banco do Brasil S/A","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",96273449,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Banco do Brasil S/A",111,2017-10-01,14
"289",2017-10-15,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",831767426,"10",2017,"201710","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-10-01,15
"290",2017-10-25,"Interna","Caixa Econômica Federal","Bancos Federais","Roraima","Estados","Honra de Aval",284109354,"10",2017,"201710","Demais entes","Roraima","Caixa Econômica Federal",377,2017-10-01,16
"291",2017-10-12,"Interna","Caixa Econômica Federal","Bancos Federais","Natal","Municípios","Honra de Aval",219321867,"10",2017,"201710","Demais entes","Demais","Caixa Econômica Federal",377,2017-10-01,17
"292",2017-10-15,"Interna","Caixa Econômica Federal","Bancos Federais","Roraima","Estados","Honra de Aval",282068909,"10",2017,"201710","Demais entes","Roraima","Caixa Econômica Federal",377,2017-10-01,18
"293",2017-11-22,"Externa","Corporacão Andina de Fomento","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",2065310768,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",41,2017-11-01,1
"294",2017-11-01,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",6353610147,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-11-01,2
"295",2017-11-19,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",102151549,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-11-01,3
"296",2017-11-19,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",2708098,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-11-01,4
"297",2017-11-25,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",834849642,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-11-01,5
"298",2017-11-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",157097252,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2017-11-01,6
"299",2017-11-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",2697642826,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-11-01,7
"300",2017-11-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",4823588633,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2017-11-01,8
"301",2017-11-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",323322943,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-11-01,9
"302",2017-11-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",3065776852,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-11-01,10
"303",2017-11-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",537866923,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-11-01,11
"304",2017-11-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",3684872921,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2017-11-01,12
"305",2017-11-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",2368838,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2017-11-01,13
"306",2017-11-15,"Externa","BID","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",227824326,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",99,2017-11-01,14
"307",2017-11-16,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",844445919,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-11-01,15
"308",2017-11-16,"Interna","Banco do Brasil S/A","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",961891631,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Banco do Brasil S/A",111,2017-11-01,16
"309",2017-11-07,"Interna","Banco do Brasil S/A","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",12963955004,"11",2017,"201711","Estado do Rio de Janeiro","Rio de Janeiro","Banco do Brasil S/A",111,2017-11-01,17
"310",2017-11-25,"Interna","Caixa Econômica Federal","Bancos Federais","Roraima","Estados","Honra de Aval",300684544,"11",2017,"201711","Demais entes","Roraima","Caixa Econômica Federal",377,2017-11-01,18
"311",2017-11-12,"Interna","Caixa Econômica Federal","Bancos Federais","Natal","Municípios","Honra de Aval",219107907,"11",2017,"201711","Demais entes","Demais","Caixa Econômica Federal",377,2017-11-01,19
"312",2017-11-16,"Interna","Caixa Econômica Federal","Bancos Federais","Roraima","Estados","Honra de Aval",281401011,"11",2017,"201711","Demais entes","Roraima","Caixa Econômica Federal",377,2017-11-01,20
"313",2017-12-27,"Externa","BID","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",24377264,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",99,2017-12-01,1
"314",2017-12-15,"Externa","BID","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",522418431,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",99,2017-12-01,2
"315",2017-12-15,"Externa","BID","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",1477977496,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",99,2017-12-01,3
"316",2017-12-25,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",827755501,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-12-01,4
"317",2017-12-15,"Interna","Banco do Brasil S/A","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",920811458,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Banco do Brasil S/A",111,2017-12-01,5
"318",2017-12-15,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",816583772,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-12-01,6
"319",2017-12-19,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",271431634,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-12-01,7
"320",2017-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",2525441823,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-12-01,8
"321",2017-12-19,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",101530549,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-12-01,9
"322",2017-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",31338534,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-12-01,10
"323",2017-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",284365765,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-12-01,11
"324",2017-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",505852615,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2017-12-01,12
"325",2017-12-15,"Interna","Banco do Brasil S/A","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",34494938485,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Banco do Brasil S/A",111,2017-12-01,13
"326",2017-12-01,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",6014696245,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2017-12-01,14
"327",2017-12-05,"Externa","Corporacão Andina de Fomento","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",3341192814,"12",2017,"201712","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",41,2017-12-01,15
"328",2017-12-25,"Interna","Caixa Econômica Federal","Bancos Federais","Roraima","Estados","Honra de Aval",269779762,"12",2017,"201712","Demais entes","Roraima","Caixa Econômica Federal",377,2017-12-01,16
"329",2017-12-12,"Interna","Caixa Econômica Federal","Bancos Federais","Natal","Municípios","Honra de Aval",217786708,"12",2017,"201712","Demais entes","Demais","Caixa Econômica Federal",377,2017-12-01,17
"330",2017-12-15,"Interna","Caixa Econômica Federal","Bancos Federais","Roraima","Estados","Honra de Aval",263123311,"12",2017,"201712","Demais entes","Roraima","Caixa Econômica Federal",377,2017-12-01,18
"331",2018-01-28,"Externa","BID","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",196299505,"01",2018,"201801","Estado do Rio de Janeiro","Rio de Janeiro","Demais credores",99,2018-01-01,1
"332",2018-01-02,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",6019975845,"01",2018,"201801","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2018-01-01,2
"333",2018-01-25,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",1340699671,"01",2018,"201801","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2018-01-01,3
"334",2018-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",533413925,"01",2018,"201801","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2018-01-01,4
"335",2018-01-19,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",272002258,"01",2018,"201801","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2018-01-01,5
"336",2018-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",2680689041,"01",2018,"201801","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2018-01-01,6
"337",2018-01-19,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",101659598,"01",2018,"201801","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2018-01-01,7
"338",2018-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",320724197,"01",2018,"201801","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2018-01-01,8
"339",2018-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",3051514229,"01",2018,"201801","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2018-01-01,9
"340",2018-01-30,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",94642823,"01",2018,"201801","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2018-01-01,10
"341",2018-01-15,"Interna","Banco do Brasil S/A","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",948448375,"01",2018,"201801","Estado do Rio de Janeiro","Rio de Janeiro","Banco do Brasil S/A",111,2018-01-01,11
"342",2018-01-15,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",820039295,"01",2018,"201801","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2018-01-01,12
"343",2018-01-12,"Interna","Caixa Econômica Federal","Bancos Federais","Natal","Municípios","Honra de Aval",218467016,"01",2018,"201801","Demais entes","Demais","Caixa Econômica Federal",377,2018-01-01,13
"344",2018-01-15,"Interna","Caixa Econômica Federal","Bancos Federais","Roraima","Estados","Honra de Aval",271830984,"01",2018,"201801","Demais entes","Roraima","Caixa Econômica Federal",377,2018-01-01,14
"345",2018-02-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",2014075022,"02",2018,"201802","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2018-02-01,1
"346",2018-02-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",6610117,"02",2018,"201802","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2018-02-01,2
"347",2018-02-19,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",27253726,"02",2018,"201802","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2018-02-01,3
"348",2018-02-25,"Interna","Caixa Econômica Federal","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",1328553796,"02",2018,"201802","Estado do Rio de Janeiro","Rio de Janeiro","Caixa Econômica Federal",377,2018-02-01,4
"349",2018-02-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","Bancos Federais","Rio de Janeiro","Estados","Honra de Aval",2695283698,"02",2018,"201802","Estado do Rio de Janeiro","Rio de Janeiro","Banco Nacional de Desenvolvimento Econômico e Social",266,2018-02-01,5
"350",2018-02-15,"Externa","Banco Mundial","Organismos Multilaterais","Rio de Janeiro","Estados","Honra de Aval",1741741699,"02",2018,"201802","Estado do Rio de Janeiro","Rio de Janeiro","Banco Mundial",143,2018-02-01,6
