"","Inicio","Classificador","UF","Credor","tipo_credor","Projeto","honras","data","Moeda","valor","data_date"
"576","Mineiros","Municipios","GO","CAIXA","Bancos Federais","Programa Pró-Transporte. Lei Municipal nº 1.859, de 10 de agosto de 2018",NA,"07/06/2019","R$",12409709.45,2019-06-07
"577","Morro da Fumaca","Municipios","SC","CAIXA","Bancos Federais","PRÓ-TRANSPORTE",NA,"18/12/2018","R$",4867140.36,2018-12-18
"578","Morro Grande","Municipios","SC","CAIXA","Bancos Federais","PRÓ-TRANSPORTE",NA,"23/10/2018","R$",2191559.47,2018-10-23
"579","Natal","Municipios","RN","CAIXA","Bancos Federais","Programa Pró-Transporte",26,"20/12/2011","R$",2.93e+08,2011-12-20
"580","Niteroi","Municipios","RJ","CAF","Organismos Multilaterais","Programa Região Oceânica Sustentável / Pro-Sustentável",NA,"30/11/2016","USD",1e+08,2016-11-30
"581","Niteroi","Municipios","RJ","BID","Organismos Multilaterais","Programa de Desenvolvimento Urbano e Inclusão Social de Niterói - PROCIDADES",NA,"28/02/2014","USD",26470000,2014-02-28
"582","Novo Hamburgo","Municipios","RS","BID","Organismos Multilaterais","Programa de Desenvolvimento Municipal Integrado de Novo Hamburgo - PROCIDADES",NA,"26/10/2012","USD",23910000,2012-10-26
"583","Palmas","Municipios","TO","CAF","Organismos Multilaterais","Programa de Requalificação Urbana Palmas para o Futuro",NA,"28/12/2018","USD",60870000,2018-12-28
"584","Panambi","Municipios","RS","CAIXA","Bancos Federais","Pró-Transporte: Obras de qualificação viária do município de Panambi. Lei municipal nº 4700, de 12/06/2018.",NA,"28/12/2018","R$",14249348.57,2018-12-28
"585","Paraiso das Aguas","Municipios","MS","CAIXA","Bancos Federais","Pró-Transporte. Leis municipais nº 267, de 18 de junho de 2018, e nº 280, de 12 de dezembro de 2018",NA,"07/03/2019","R$",5e+06,2019-03-07
"586","Paranagua","Municipios","PR","BID","Organismos Multilaterais","Programa Integrado de Desenvolvimento Social e Urbano do Município de Paranaguá",NA,"30/09/2011","USD",16649600,2011-09-30
"587","Passo Fundo","Municipios","RS","BID","Organismos Multilaterais","Programa de Desenvolvimento Integrado do Município de Passo Fundo",NA,"16/07/2010","USD",9800000,2010-07-16
"588","Passos Maia","Municipios","SC","CAIXA","Bancos Federais","Realização de Obras de Qualificação Viária do Município de Passos Maia/SC. Lei municipal nº 809/2018, de 17/07/2018.",NA,"14/06/2019","R$",2066985.19,2019-06-14
"589","Pelotas","Municipios","RS","BIRD","Organismos Multilaterais","Projeto Integrado de Infra-Estrutura Municipal de Pelotas",NA,"26/03/2008","USD",18900000,2008-03-26
"590","Ponta Grossa","Municipios","PR","BID","Organismos Multilaterais","Programa de Melhoramento da Infra-Estrutura Urbana do Município de Ponta Grossa",NA,"17/09/2010","USD",7500000,2010-09-17
"591","Ponta Pora","Municipios","MS","CAIXA","Bancos Federais","Programa Pró-Transporte. Lei municipal nº 4.360, de 10 de agosto de 2018",NA,"11/03/2019","R$",12170629.4,2019-03-11
"592","Porto Alegre","Municipios","RS","CAF","Organismos Multilaterais","Programa ORLA POA - Organicidade e Requalificação do Espaço Urbano, do Lazer, do Acesso e Mobilidade de Porto Alegre",NA,"10/08/2016","USD",9.2e+07,2016-08-10
"593","Porto Alegre","Municipios","RS","CAIXA","Bancos Federais","Programa de Financiamento das Contrapartidas do Programa de Aceleraçaõ do Crescimento (CPAC)",NA,"22/07/2014","R$",36520000,2014-07-22
"594","Porto Alegre","Municipios","RS","CAIXA","Bancos Federais","Projetos de Mobilidade Urbana Associados à Copa do Mundo de 2014",NA,"14/01/2014","R$",40980175.2,2014-01-14
"595","Porto Alegre","Municipios","RS","CAIXA","Bancos Federais","Projetos de Mobilidade Urbana Associados à Copa do Mundo de 2014",NA,"14/01/2014","R$",71300000,2014-01-14
"596","Porto Alegre","Municipios","RS","CAIXA","Bancos Federais","Projetos de Mobilidade Urbana Associados à Copa do Mundo de 2014",NA,"14/01/2014","R$",61400000,2014-01-14
"597","Porto Alegre","Municipios","RS","CAIXA","Bancos Federais","Projetos de Mobilidade Urbana Associados à Copa do Mundo de 2014",NA,"14/01/2014","R$",29669446.27,2014-01-14
"598","Porto Alegre","Municipios","RS","CAIXA","Bancos Federais","Projetos de Mobilidade Urbana Associados à Copa do Mundo de 2014",NA,"14/01/2014","R$",84382597.79,2014-01-14
"599","Porto Alegre","Municipios","RS","CAIXA","Bancos Federais","Projetos de Mobilidade Urbana Associados à Copa do Mundo de 2014",NA,"14/01/2014","R$",24900795.19,2014-01-14
"600","Porto Alegre","Municipios","RS","CAIXA","Bancos Federais","Projetos de Mobilidade Urbana Associados à Copa do Mundo de 2014",NA,"14/01/2014","R$",12521979.24,2014-01-14
"601","Porto Alegre","Municipios","RS","CAIXA","Bancos Federais","Projetos de Mobilidade Urbana Associados à Copa do Mundo de 2014",NA,"14/01/2014","R$",99527369.2,2014-01-14
"602","Porto Alegre","Municipios","RS","BID","Organismos Multilaterais","Programa Integrado Sócio-Ambiental - PISA - (RS)",NA,"20/05/2009","USD",83270000,2009-05-20
"603","Porto Alegre","Municipios","RS","FONPLATA","Organismos Multilaterais","Prog. Integrado Zona Norte Entrada da Cidade",NA,"22/12/2003","USD",27500000,2003-12-22
"604","Porto Alegre","Municipios","RS","BID","Organismos Multilaterais","A definir.",NA,"28/07/1998","USD",76500000,1998-07-28
"605","Prudentopolis","Municipios","PR","CAIXA","Bancos Federais","Pró-Transporte. Lei municipal nº 2.313, de 23 de maio de 2018",NA,"16/04/2019","R$",1e+07,2019-04-16
"606","Recife","Municipios","PE","BIRD","Organismos Multilaterais","Programa de Desenvolvimento da Educação e da Gestão Pública no Município de Recife",NA,"31/10/2012","USD",1.3e+08,2012-10-31
"607","Recife","Municipios","PE","BIRD","Organismos Multilaterais","Projeto de Desenvolvimento Urbano e Inclusão Social no Recife (Capibaribe Melhor)",NA,"03/09/2009","USD",32760000,2009-09-03
"608","Ribeirao Preto","Municipios","SP","BB","Bancos Federais","Contrapartida das Obras do Programa de Aceleração do Crescimento II (PAC 2).",NA,"24/10/2014","R$",37404434.3,2014-10-24
"609","Ribeirao Preto","Municipios","SP","CAIXA","Bancos Federais","Obras, Serviços, Estudos e Projetos no Município de Ribeirão Preto/SP, no âmbito do Programa Saneamento para Todos",NA,"31/03/2014","R$",35903222.88,2014-03-31
"610","Ribeirao Preto","Municipios","SP","CAIXA","Bancos Federais","Programa Pró-Transporte",NA,"31/03/2014","R$",5140531.82,2014-03-31
"611","Ribeirao Preto","Municipios","SP","CAIXA","Bancos Federais","PRO-TRANSPORTE - Programa de Infraestrutura de Transporte e da Mobilidade Urbana",NA,"31/03/2014","R$",25573089.04,2014-03-31
"612","Ribeirao Preto","Municipios","SP","CAIXA","Bancos Federais","PRO-TRANSPORTE - Programa de Infraestrutura de Transporte e da Mobilidade Urbana",NA,"31/03/2014","R$",3044764.48,2014-03-31
"613","Ribeirao Preto","Municipios","SP","CAIXA","Bancos Federais","Execução de Obras/Serviços no Município de Ribeirão Preto, no âmbito do Pró-Transporte",NA,"14/02/2014","R$",278763189,2014-02-14
"614","Rio Branco","Municipios","AC","CAIXA","Bancos Federais","Programa de Financiamento à Infraestrutura e ao Saneamento. Modernização, otimização, expansão, operação, manutenção e eficiência da infraestrutura do parque de iluminação pública. Leis Municipais nº 68, de 19 de julho de 2019, e nº 70, de 10 de setembro de 2019",NA,"13/11/2019","R$",4.8e+07,2019-11-13
"615","Rio Branco","Municipios","AC","BB","Bancos Federais","Financiamento de despesas de capital constantes do PPA e LOA2018",NA,"24/10/2018","R$",14500000,2018-10-24
"616","Rio de Janeiro","Municipios","RJ","BIRD","Organismos Multilaterais","Projeto Rio de Excelência - Município do Rio de Janeiro",NA,"26/08/2014","USD",16200000,2014-08-26
"617","Rio de Janeiro","Municipios","RJ","BNDES","Bancos Federais","Implantação do corredor BRT Transoeste, BRT Transbrasil e Entorno do Parque Olímpico; Duplicação do Elevado das Bandeiras e Implantaçaõ da Ciclovia Niemeyer",NA,"20/05/2014","R$",2715389458.89,2014-05-20
"618","Rio de Janeiro","Municipios","RJ","BID","Organismos Multilaterais","Programa de Urbanização de Assentamentos Populares - PROAP III",NA,"05/07/2012","USD",1.5e+08,2012-07-05
"619","Rio de Janeiro","Municipios","RJ","BIRD","Organismos Multilaterais","Projeto de Política de Desenvolvimento do Município do Rio de Janeiro",NA,"20/08/2010","USD",1.045e+09,2010-08-20
"620","Rio de Janeiro","Municipios","RJ","BID","Organismos Multilaterais","Programa de Urbanização de Assentamentos Populares do Rio de Janeiro, ""Favela-Bairro"" - Segunda Etapa (PROAP II)",NA,"29/03/2000","USD",1.8e+08,2000-03-29
"621","Rio de Janeiro","Municipios","RJ","BID","Organismos Multilaterais","Programa de Urbanização de Assentamentos Populares do Rio de Janeiro",NA,"08/12/1995","USD",1.8e+08,1995-12-08
"622","Rio de Janeiro","Municipios","RJ","BID","Organismos Multilaterais","Projeto de Mapeamento Digital e Drenagem Urbana para o Município do Rio de Janeiro - Baía da Guanabara",NA,"08/05/1995","USD",29055555.51,1995-05-08
"623","Rio Grande","Municipios","RS","BIRD","Organismos Multilaterais","Programa Rio Grande 2010 - Uma Visão do Futuro",NA,"25/02/2010","USD",8100000,2010-02-25
"624","Salvador","Municipios","BA","CAIXA","Bancos Federais","Programa de Financiamento à Infraestrutura e ao Saneamento. Lei Municipal nº 9.491, de 18 de outubro de 2019",NA,"12/12/2019","R$",104100000,2019-12-12
"625","Salvador","Municipios","BA","CAF","Organismos Multilaterais","Programa de Requalificação Urbanística de Salvador",NA,"18/12/2018","USD",60700000,2018-12-18
"626","Salvador","Municipios","BA","BIRD","Organismos Multilaterais","Projeto Salvador Social",NA,"11/07/2018","USD",1.25e+08,2018-07-11
"627","Salvador","Municipios","BA","BID","Organismos Multilaterais","Projeto Novo Mané Dendê",NA,"26/06/2018","USD",67500000,2018-06-26
"628","Salvador","Municipios","BA","BID","Organismos Multilaterais","Prodetur - Programa Nacional de Desenvolvimento Turístico",NA,"06/06/2017","USD",52512340,2017-06-06
"629","Santa Maria","Municipios","RS","BIRD","Organismos Multilaterais","Programa de Desenvolvimento Sustentável para a Região de Santa Maria - RS",NA,"04/03/2010","USD",13950000,2010-03-04
"630","Santa Vitoria","Municipios","MG","CAIXA","Bancos Federais","Programa Saneamento para Todos. Lei municipal nº 3.204, de 17 de outubro de 2018",NA,"15/02/2019","R$",21624188.9,2019-02-15
"631","Santo Andre","Municipios","SP","CAF","Organismos Multilaterais","Programa Sanear Santo André - SANEASA",NA,"30/12/2019","USD",5e+07,2019-12-30
"632","Santo Andre","Municipios","SP","BID","Organismos Multilaterais","Programa de Mobilidade Urbana Sustentável de Santo André",NA,"16/07/2018","USD",2.5e+07,2018-07-16
"633","Santos","Municipios","SP","BIRD","Organismos Multilaterais","Programa de Desenvolvimento Estratégico de Santos e Infraestrutura Urbana e Habitacional das Zonas Noroeste e dos Morros - Santos Novos Tempos",NA,"08/02/2010","USD",4.4e+07,2010-02-08
"634","Sao Bernardo do Campo","Municipios","SP","CAF","Organismos Multilaterais","Programa de Infraestrutura Urbana de São Bernardo do Campo - PROINFRA",NA,"05/10/2017","USD",1.25e+08,2017-10-05
"635","Sao Bernardo do Campo","Municipios","SP","BID","Organismos Multilaterais","Programa de Fortalecimento do Sistema Único de Saúde.",NA,"17/05/2016","USD",59050000,2016-05-17
"636","Sao Bernardo do Campo","Municipios","SP","BID","Organismos Multilaterais","Programa de Transporte Urbano de são Bernardo do Campo/SP",NA,"25/06/2013","USD",1.25e+08,2013-06-25
"637","Sao Bernardo do Campo","Municipios","SP","BIRD","Organismos Multilaterais","Programa de Saneamento Ambiental dos Mananciais da Bacia Hidrográfica do Alto Tietê (Programa Mananciais) - São Bernardo do Campo",NA,"29/10/2012","USD",20820000,2012-10-29
"638","Sao Bernardo do Campo","Municipios","SP","BID","Organismos Multilaterais","Programa de Modernização e Humanização da Saúde do Município São Bernardo do Campo",NA,"21/03/2012","USD",21600000,2012-03-21
"639","Sao Bernardo do Campo","Municipios","SP","BID","Organismos Multilaterais","Programa de Transporte Urbano de São Bernardo do Campo",NA,"31/03/2006","USD",7.2e+07,2006-03-31
"640","Sao Gabriel do Oeste","Municipios","MS","CAIXA","Bancos Federais","Programa Pró-Transporte. Execução de pavimentação asfáltica e drenagem de aguas pluviais em vias urbanas do bairro Primo Maffissoni",NA,"10/09/2019","R$",4999763.91,2019-09-10
"641","Sao Jose dos Campos","Municipios","SP","BID","Organismos Multilaterais","Programa de Estruturação Urbana de São José dos Campos - SP",NA,"18/08/2011","USD",85672400,2011-08-18
"642","Sao Luis","Municipios","MA","BID","Organismos Multilaterais","Programa de Revitalização do Centro Histórico do Município de São Luis - PRCHSL",NA,"29/11/2016","USD",13590000,2016-11-29
"643","Sao Luis","Municipios","MA","BIRD","Organismos Multilaterais","Programa de Recuperação Ambiental e Melhoria da Qualidade de Vida da Bacia do Bacanga",NA,"11/11/2008","USD",35640000,2008-11-11
"644","Sao Paulo","Municipios","SP","Itaú","Credores Privados","Recapeamento de vias urbanas municipais",NA,"21/11/2019","R$",5e+08,2019-11-21
"645","Sao Paulo","Municipios","SP","BID","Organismos Multilaterais","Projeto de Reestruturação e Qualificação das Redes Assistenciais da Cidade de São Paulo - Avança Saúde SP - Lei Municipal nº 16.757, de 14 de novembro de 2017.",NA,"19/06/2019","USD",1e+08,2019-06-19
"646","Sao Paulo","Municipios","SP","CAIXA","Bancos Federais","Saneamento para Todos - Execução de Intervenções no Sistema de Drenagem. Lei Municipal nº 16.757, de 14 de novembro de 2017",NA,"26/12/2018","R$",2e+08,2018-12-26
"647","Sao Paulo","Municipios","SP","SANTANDER BR","Credores Privados","Asfalto Novo do Município de São Paulo",NA,"09/08/2018","R$",3e+07,2018-08-09
"648","Sao Paulo","Municipios","SP","SANTANDER BR","Credores Privados","Programa Habitacional Casa da Família",NA,"09/08/2018","R$",2e+08,2018-08-09
"649","Sao Paulo","Municipios","SP","BID","Organismos Multilaterais","Programa de reabilitação da área central do município de São Paulo - PROCENTRO",NA,"02/06/2004","USD",100400000,2004-06-02
"650","Sao Paulo","Municipios","SP","BID","Organismos Multilaterais","Programa de Melhoramento em Favelas no Município de São Paulo",NA,"11/07/1996","USD",1.5e+08,1996-07-11
"651","Sao Paulo","Municipios","SP","BID","Organismos Multilaterais","A definir.",NA,"10/01/1995","USD",3.02e+08,1995-01-10
"652","Schroeder","Municipios","SC","CAIXA","Bancos Federais","Progama Pró-Transporte. Obras de Qualificação Viária no Município",NA,"28/08/2019","R$",4750000,2019-08-28
"653","Serra","Municipios","ES","BB","Bancos Federais","Financiamento de despesas de capital constantes do PPA e da LOA. Lei Municipal nº 4.880, de 8 de agosto de 2018",NA,"13/02/2019","R$",1.3e+08,2019-02-13
"654","Sete Lagoas","Municipios","MG","CAIXA","Bancos Federais","PRO-TRANSPORTE - Programa de Infraestrutura de Transporte e da Mobilidade Urbana",NA,"12/02/2014","R$",25200000,2014-02-12
"655","Sete Lagoas","Municipios","MG","CAIXA","Bancos Federais","PRO-TRANSPORTE - Programa de Infraestrutura de Transporte e da Mobilidade Urbana",NA,"12/02/2014","R$",22669475,2014-02-12
"656","Sete Lagoas","Municipios","MG","CAIXA","Bancos Federais","PRO-TRANSPORTE - Programa de Infraestrutura de Transporte e da Mobilidade Urbana",NA,"12/02/2014","R$",2e+06,2014-02-12
"657","Sobral","Municipios","CE","CAF","Organismos Multilaterais","Programa de Desenvolvimento Socioambiental de Sobral - PRODESOL",NA,"14/11/2018","USD",5e+07,2018-11-14
"658","Sonora","Municipios","MS","CAIXA","Bancos Federais","Pró-Transporte. Lei municipal nº 832, de 3 de julho de 2018",NA,"07/03/2019","R$",5e+06,2019-03-07
"659","Sorocaba","Municipios","SP","CAF","Organismos Multilaterais","Programa Ambiental e de Otimização Viária do Município de Sorocaba",NA,"09/10/2018","USD",7e+07,2018-10-09
"660","Sorocaba","Municipios","SP","CAF","Organismos Multilaterais","Programa Ambiental e de Integração Social do Município de Sorocaba",NA,"08/09/2008","USD",42790000,2008-09-08
"661","Tapejara","Municipios","RS","CAIXA","Bancos Federais","Programa Pró-Transporte. Lei Municipal nº 4.288, de 6 de novembro de 2018",NA,"09/08/2019","R$",14232697.72,2019-08-09
"662","Taubate","Municipios","SP","CAF","Organismos Multilaterais","Programa de Melhoria da Mobilidade Urbana e Socioambiental de Taubaté",NA,"01/12/2017","USD",6e+07,2017-12-01
"663","Teresina","Municipios","PI","BB","Bancos Federais","Financiamento de despesas de capital constantes do PPA e da LOA. Lei Municipal nº 5.304, de 16/11/2018",NA,"28/12/2018","R$",1.2e+08,2018-12-28
"664","Teresina","Municipios","PI","CAF","Organismos Multilaterais","Programa De Desenvolvimento Urbano Integrado - Teresina Sustentável",NA,"28/09/2018","USD",45982658.96,2018-09-28
"665","Teresina","Municipios","PI","BIRD","Organismos Multilaterais","Programa Lagoas do Norte Etapa II",NA,"27/04/2016","USD",8.8e+07,2016-04-27
"666","Teresina","Municipios","PI","BIRD","Organismos Multilaterais","Programa Lagoas do Norte, Município de Teresina",NA,"24/07/2008","USD",31130000,2008-07-24
"667","Timbo","Municipios","SC","CAIXA","Bancos Federais","Programa Pró-Transporte. Lei Municipal nº 2.997, de 11 de setembro de 2018",NA,"13/05/2019","R$",1.5e+07,2019-05-13
"668","Tio Hugo","Municipios","RS","CAIXA","Bancos Federais","Execução de obras/serviços no âmbito do Programa Pró-Transporte. Lei municipal nº 979, de 13 de março de 2018.",NA,"14/08/2019","R$",1166167,2019-08-14
"669","Toledo","Municipios","PR","AFD","Agências Governamentais","Programa de Desenvolvimento Ambiental e Sustentável do Município de Toledo e a Agência Francesa de Desenvolvimento-AFD",NA,"31/07/2012","EUR",9463000,2012-07-31
"670","Toledo","Municipios","PR","BID","Organismos Multilaterais","Programa de Desenvolvimento Sócio-Econômico Sustentável do Município de Toledo",NA,"23/07/2008","USD",7333700,2008-07-23
"671","Uberaba","Municipios","MG","BIRD","Organismos Multilaterais","Projeto de Recuperação Ambiental da Bacia do Rio Uberaba e Revitalização  de Sistema de Abastecimento de Água - Projeto Água Viva (Município de Uberaba)",NA,"19/05/2008","USD",17270000,2008-05-19
"672","Uruguaiana","Municipios","RS","BIRD","Organismos Multilaterais","Programa Uruguaiana Vencerá",NA,"13/05/2009","USD",6830000,2009-05-13
"673","Vale Real","Municipios","RS","CAIXA","Bancos Federais","Programa Pró-Transporte. Execução de Investimentos de Pavimentação e Qualificação Viária",NA,"01/07/2019","R$",1909901.22,2019-07-01
"674","Vila Velha","Municipios","ES","FONPLATA","Organismos Multilaterais","Programa de Requalificação Urbana e Melhorias Ambientais em Vila Velha - ES",NA,"29/12/2019","USD",27600000,2019-12-29
"675","Vitoria","Municipios","ES","BID","Organismos Multilaterais","Programa de Requalificação Urbana e Segurança Cidadã - Lei Municipal nº 9.054, de 28/11/2016",NA,"12/08/2019","USD",1e+08,2019-08-12
"676","Vitoria","Municipios","ES","BID","Organismos Multilaterais","Programa de Desenvolvimento Urbano e Inclusão Social de Vitória, Espírito Santo",NA,"14/08/2008","USD",39100000,2008-08-14
"677","Votuporanga","Municipios","SP","SANTANDER BR","Credores Privados","Financiamento para Galerias de Águas Pluviais, Transposição do Córrego do Cortume, Infraestrutura Urbana e  Construção do Paço Municipal.",NA,"25/10/2019","R$",2e+07,2019-10-25
