Relatório de Estoque de Garantias;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 11/05/2022 08:42;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Interna - Externa;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Estatístico;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 30/04/2022;;;;;;;;;;;;;;;;;;;;;;;;;
Detalhamento: Por tranche;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;CADIP/ROF;Inscrição Genérica;Tipo de Dívida;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Credor;Classificação de Credor;Contragarantia;Moeda;Indexador;Tipo de Indexador de Juros;Indexador de Juros;Saldo Principal (Moeda de Origem);Saldo Juros (Moeda de Origem);Saldo Estoque (Moeda de Origem);Saldo Principal (USD);Saldo Juros (USD);Saldo Estoque (USD);Saldo Principal (BRL);Saldo Juros (BRL);Saldo Estoque (BRL)
BB - 2021066;2021003009;13306;Interna;Fortim;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;Pós-fixado;120,8% CDI Juros + 0%;5.000.000,00;15.699,62;5.015.699,62;1.016.446,10;3.191,56;1.019.637,66;5.000.000,00;15.699,62;5.015.699,62
BB - 2021076;2021003076;13307;Interna;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;Pós-fixado;119,5% CDI Juros + 0%;400.000.000,00;1.035.796,11;401.035.796,11;81.315.687,83;210.566,18;81.526.254,01;400.000.000,00;1.035.796,11;401.035.796,11
BB - 2021079;;13309;Interna;Cianorte;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;;;0;0;0;0;0;0;0;0;0
BB - 2021084;;13310;Interna;Cianorte;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;;;0;0;0;0;0;0;0;0;0
BB - 2021086;2021004239;13325;Interna;Não-Me-Toque;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;Pós-fixado;115% CDI Juros + 0%;5.000.000,00;32.535,54;5.032.535,54;1.016.446,10;6.614,12;1.023.060,22;5.000.000,00;32.535,54;5.032.535,54
BB - 2021095;2021004126;13311;Interna;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;Pós-fixado;117% CDI Juros + 0%;1.100.000.000,00;10.085.954,82;1.110.085.954,82;223.618.141,53;2.050.365,88;225.668.507,41;1.100.000.000,00;10.085.954,82;1.110.085.954,82
BB - 2021111;2021004382;13319;Interna;Gaspar;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;Pós-fixado;121% CDI Juros + 0%;20.000.000,00;136.524,75;20.136.524,75;4.065.784,39;27.754,01;4.093.538,40;20.000.000,00;136.524,75;20.136.524,75
BB - 2021118;;13323;Interna;São Bento do Sul;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;;;0;0;0;0;0;0;0;0;0
BB - 2021124;2021004422;13320;Interna;Chapecó;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;Pós-fixado;114,5% CDI Juros + 0%;44.854.308,26;277.036,66;45.131.344,92;9.118.397,32;56.318,57;9.174.715,89;44.854.308,26;277.036,66;45.131.344,92
BB Viena 01/2013;TA656553;12226;Externa;Belo Horizonte;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;BB Viena;Credores Privados;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% Libor + 3,75%;45.582.365,84;671.770,12;46.254.135,96;45.582.365,84;671.770,12;46.254.135,96;224.224.215,80;3.304.504,40;227.528.720,20
BB-CAIXA - 2020104;2020003198;13111;Interna;Paraná;Estados;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;Pós-fixado;122% CDI Juros + 0%;575.000.000,01;3.955.566,11;578.955.566,12;116.891.301,26;804.123,95;117.695.425,20;575.000.000,01;3.955.566,11;578.955.566,12
BB-CAIXA - 2020104;52863559;13111;Interna;Paraná;Estados;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;Pós-fixado;122% CDI Juros + 0%;191.666.666,67;1.318.522,04;192.985.188,71;38.963.767,09;268.041,32;39.231.808,40;191.666.666,67;1.318.522,04;192.985.188,71
BB-ITAU - 2019134;2020003699;12911;Interna;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;Pós-fixado;100% CDI Juros + 1,82%;427.504.445,70;3.876.254,21;431.380.699,91;86.907.045,13;788.000,69;87.695.045,82;427.504.445,70;3.876.254,21;431.380.699,91
BB-ITAU - 2019134;102767;12911;Interna;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;Pós-fixado;100% CDI Juros + 1,82%;427.504.445,70;3.876.254,21;431.380.699,91;86.907.045,13;788.000,69;87.695.045,82;427.504.445,70;3.876.254,21;431.380.699,91
BB-ITAU-SANTANDER - 2019144;2019002346;12914;Interna;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;Pós-fixado;120% CDI Juros + 0%;154.498.245,62;5.646.901,75;160.145.147,37;31.407.827,78;1.147.954,25;32.555.782,03;154.498.245,62;5.646.901,75;160.145.147,37
BB-ITAU-SANTANDER - 2019144;104009;12914;Interna;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;Pós-fixado;120% CDI Juros + 0%;154.498.245,62;5.646.901,75;160.145.147,37;31.407.827,78;1.147.954,25;32.555.782,03;154.498.245,62;5.646.901,75;160.145.147,37
BB-ITAU-SANTANDER - 2019144;2019144;12914;Interna;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;BB;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;R$;;Pós-fixado;120% CDI Juros + 0%;154.498.245,61;5.646.901,75;160.145.147,36;31.407.827,78;1.147.954,25;32.555.782,03;154.498.245,61;5.646.901,75;160.145.147,36
BBVA-TO/2012;TA636481;12256;Externa;Tocantins;Estados;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;C;BBVA;Credores Privados;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pré-fixado;4,73%;10.962.854,67;1.440,40;10.964.295,07;10.962.854,67;1.440,40;10.964.295,07;53.927.378,41;7.085,47;53.934.463,88
BEI FI N. 83193;TA699893;12216;Externa;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;BEI;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;EUR;;Pós-fixado;100% EURIBOR6m + 0,066075%;99.666.666,68;-9.499,27;99.657.167,41;105.058.633,35;-10.013,18;105.048.620,17;516.793.923,30;-49.255,84;516.744.667,46
BEI FI N. 83193;TA699893;12216;Externa;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;BEI;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;EUR;;Pós-fixado;100% EURIBOR6m + 0,066775%;85.000.000,00;-8.083,20;84.991.916,80;89.598.500,00;-8.520,50;89.589.979,50;440.743.981,35;-41.913,20;440.702.068,15
BID1037/OC-BR;S9723852;12028;Externa;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCL 1 + 0%;22.758.554,86;257.564,49;23.016.119,35;22.758.554,86;257.564,49;23.016.119,35;111.951.607,21;1.266.985,48;113.218.592,69
BID1212/OC-BR;TA052425;11847;Externa;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCL 1 + 0%;35.973.335,61;446.946,52;36.420.282,13;35.973.335,61;446.946,52;36.420.282,13;176.956.435,20;2.198.574,63;179.155.009,83
BID1241/OC-BR;TA063053;11841;Externa;Rio de Janeiro;Municípios;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;29.959.775,49;53.689,56;30.013.465,05;29.959.775,49;53.689,56;30.013.465,05;147.375.131,61;264.104,31;147.639.235,93
BID1288/OC-BR;TA096800;11895;Externa;Distrito Federal;Estados;DF;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% CPS BID + 0%;35.809.405,30;386.574,79;36.195.980,09;35.809.405,30;386.574,79;36.195.980,09;176.150.045,61;1.901.600,05;178.051.645,66
BID1308/OC-BR;TA101462;12032;Externa;Banco do Nordeste;Bancos Federais;0;Federal;Garantias a Estatais Federais;;BID;Organismos Multilaterais;Receitas Próprias;USD;;Pós-fixado;100% BID SCL 1 + 0%;444.504,40;4.866,53;449.370,93;444.504,40;4.866,53;449.370,93;2.186.561,59;23.938,95;2.210.500,54
BID1351/OC-BR;TA139239;11953;Externa;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;4.320.299,34;23.646,83;4.343.946,17;4.320.299,34;23.646,83;4.343.946,17;21.251.984,48;116.321,12;21.368.305,60
BID1354/OC-BR;TA139409;11843;Externa;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;7.049.998,39;38.587,64;7.088.586,03;7.049.998,39;38.587,64;7.088.586,03;34.679.647,08;189.816,46;34.869.463,54
BID1357/OC-BR;TA136996;11842;Externa;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;27.435.133,27;159.183,90;27.594.317,17;27.435.133,27;159.183,90;27.594.317,17;134.956.164,07;783.041,52;135.739.205,59
BID1390/OC-BR;TA232571;11952;Externa;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;5.628.680,63;37.470,05;5.666.150,68;5.628.680,63;37.470,05;5.666.150,68;27.688.042,89;184.318,92;27.872.361,81
BID1392/OC-BR;TA163842;11854;Externa;Banco do Nordeste;Bancos Federais;0;Federal;Garantias a Estatais Federais;;BID;Organismos Multilaterais;Receitas Próprias;USD;;Pós-fixado;100% BID SCL 1 + 0%;72.275.983,30;302.291,82;72.578.275,12;72.275.983,30;302.291,82;72.578.275,12;355.532.789,45;1.487.003,69;357.019.793,14
BID1399/OC-BR;TA178438;11852;Externa;Acre;Estados;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCL 1 + 0%;2.307.229,64;38.599,64;2.345.829,28;2.307.229,64;38.599,64;2.345.829,28;11.349.493,32;189.875,49;11.539.368,81
BID1404/OC-BR;TA182111;11896;Externa;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pré-fixado;4,35%;12.466.771,90;127.775,87;12.594.547,77;12.466.771,90;127.775,87;12.594.547,77;61.325.297,65;628.542,28;61.953.839,94
BID1405/OC-BR;TA187456;12031;Externa;Paraná;Estados;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% CPS BID + 0%;31.111.730,90;306.165,00;31.417.895,90;31.111.730,90;306.165,00;31.417.895,90;153.041.715,47;1.506.056,25;154.547.771,72
BID1414/OC-BR;TA185204;11897;Externa;SANEAGO-GO;Entidades Estaduais Controladas;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% SCFLibor10 + 0%;14.177.075,26;20.515,98;14.197.591,24;14.177.075,26;20.515,98;14.197.591,24;69.738.450,91;100.920,16;69.839.371,07
BID1479/OC-BR;TA259861;11857;Externa;São Paulo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;42.262.557,95;249.383,83;42.511.941,78;42.262.557,95;249.383,83;42.511.941,78;207.893.748,81;1.226.744,00;209.120.492,81
BID1486/OC-BR;TA264715;11845;Externa;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;7.996.307,23;26.383,43;8.022.690,66;7.996.307,23;26.383,43;8.022.690,66;39.334.634,90;129.782,73;39.464.417,63
BID1502/OC-BR;TA275299;11955;Externa;CAGECE-CE;Entidades Estaduais Controladas;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;USD;;Pré-fixado;4,25%;38.473.877,70;35.838,68;38.509.716,38;38.473.877,70;35.838,68;38.509.716,38;189.256.851,79;176.294,05;189.433.145,84
BID1526/OC-BR;TA272173;11954;Externa;Curitiba;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;JPY;;Pré-fixado;0,50%;1.133.633.200,00;1.149.162,42;1.134.782.362,42;8.731.001,23;8.850,60;8.739.851,84;42.948.668,16;43.537,01;42.992.205,17
BID1543/OC-BR;TA287969;12033;Externa;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;3.145.466,18;13.877,97;3.159.344,15;3.145.466,18;13.877,97;3.159.344,15;15.472.862,69;68.267,12;15.541.129,81
BID1563/OC-BR;TA295932;11898;Externa;Belo Horizonte;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;16.614.153,58;54.817,60;16.668.971,18;16.614.153,58;54.817,60;16.668.971,18;81.726.682,88;269.653,26;81.996.336,13
BID1571/OC-BR;TA312238;11848;Externa;São Bernardo do Campo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;20.813.138,62;36.551,29;20.849.689,91;20.813.138,62;36.551,29;20.849.689,91;102.381.910,19;179.799,45;102.561.709,64
BID1572/OC-BR;TA384538;11957;Externa;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;29.626.118,70;162.156,33;29.788.275,03;29.626.118,70;162.156,33;29.788.275,03;145.733.840,50;797.663,20;146.531.503,70
BID1608/OC-BR;TA320738;11860;Externa;BNDES;Bancos Federais;0;Federal;Garantias a Estatais Federais;;BID;Organismos Multilaterais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;USD;;Pós-fixado;100% BID SCFL 1 + 0%;218.750.000,00;439.118,15;219.189.118,15;218.750.000,00;439.118,15;219.189.118,15;1.076.053.125,00;2.160.066,09;1.078.213.191,09
BID1611/OC-BR;TA299531;11846;Externa;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;913.084,32;4.997,70;918.082,02;913.084,32;4.997,70;918.082,02;4.491.553,08;24.584,19;4.516.137,26
BID1675/OC-BR;TA360982;11956;Externa;Espírito Santo;Estados;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;A;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;19.600.000,00;82.959,01;19.682.959,01;19.600.000,00;82.959,01;19.682.959,01;96.414.360,00;408.083,67;96.822.443,67
BID1681/OC-BR;TA359227;12036;Externa;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;3.798.531,42;8.715,81;3.807.247,23;3.798.531,42;8.715,81;3.807.247,23;18.685.355,91;42.873,94;18.728.229,85
BID1692/OC-BR;TA364675;11899;Externa;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;62.631.578,87;195.410,53;62.826.989,40;62.631.578,87;195.410,53;62.826.989,40;308.090.999,62;961.243,94;309.052.243,56
BID1709/OC-BR;TA375760;11862;Externa;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;21.451.796,54;139.277,99;21.591.074,53;21.451.796,54;139.277,99;21.591.074,53;105.523.532,36;685.122,36;106.208.654,72
BID1727/OC-BR;TA376520;11900;Externa;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;5.557.689,82;35.901,15;5.593.590,97;5.557.689,82;35.901,15;5.593.590,97;27.338.831,99;176.601,35;27.515.433,34
BID1735/OC-BR;TA357461;11958;Externa;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;10.650.619,26;24.438,06;10.675.057,32;10.650.619,26;24.438,06;10.675.057,32;52.391.461,20;120.213,26;52.511.674,46
BID1738/OC-BR;TA382030;12037;Externa;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;2.486.783,34;16.063,94;2.502.847,28;2.486.783,34;16.063,94;2.502.847,28;12.232.735,93;79.020,13;12.311.756,06
BID1860/OC-BR;TA419057;11849;Externa;BNDES;Bancos Federais;0;Federal;Garantias a Estatais Federais;;BID;Organismos Multilaterais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;USD;;Pós-fixado;100% BID SCFL 1 + 0%;343.750.000,00;219.623,29;343.969.623,29;343.750.000,00;219.623,29;343.969.623,29;1.690.940.625,00;1.080.348,93;1.692.020.973,93
BID1909/OC-BR;TA429122;11863;Externa;Joinville;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;17.798.758,22;114.975,10;17.913.733,32;17.798.758,22;114.975,10;17.913.733,32;87.553.871,56;565.574,01;88.119.445,57
BID1911/OC-BR;TA377022;11850;Externa;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;3.872.820,74;25.272,01;3.898.092,75;3.872.820,74;25.272,01;3.898.092,75;19.050.792,50;124.315,54;19.175.108,05
BID1957/OC-BR;TA445042;11901;Externa;Distrito Federal;Estados;DF;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;89.932.473,97;104.469,50;90.036.943,47;89.932.473,97;104.469,50;90.036.943,47;442.386.832,71;513.895,92;442.900.728,62
BID1960/OC-BR;TA446227;12038;Externa;Campo Grande;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;10.662.891,38;9.289,86;10.672.181,24;10.662.891,38;9.289,86;10.672.181,24;52.451.828,99;45.697,75;52.497.526,74
BID1961/OC-BR;TA450533;11864;Externa;Toledo;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;4.033.535,00;3.514,15;4.037.049,15;4.033.535,00;3.514,15;4.037.049,15;19.841.362,02;17.286,46;19.858.648,47
BID1979/OC-BR;TA461088;11903;Externa;Porto Alegre;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;38.466.423,96;162.813,09;38.629.237,05;38.466.423,96;162.813,09;38.629.237,05;189.220.186,10;800.893,87;190.021.079,97
BID1980/OC-BR;TA454621;12041;Externa;Goiânia;Municípios;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;36.530.156,03;31.826,27;36.561.982,30;36.530.156,03;31.826,27;36.561.982,30;179.695.490,53;156.556,60;179.852.047,13
BID1986/OC-BR;TA460495;11902;Externa;Vitória;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;20.956.196,92;18.257,73;20.974.454,65;20.956.196,92;18.257,73;20.974.454,65;103.085.628,27;89.811,60;103.175.439,87
BID1990/OC-BR;TA454909;11820;Externa;Belford Roxo;Municípios;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;6.076.439,00;5.293,99;6.081.732,99;6.076.439,00;5.293,99;6.081.732,99;29.890.611,08;26.041,67;29.916.652,75
BID1998/OC-BR;TA462192;11851;Externa;Belém;Municípios;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;42.197.983,23;230.967,48;42.428.950,71;42.197.983,23;230.967,48;42.428.950,71;207.576.099,31;1.136.152,13;208.712.251,44
BID2006/OC-BR;TA469897;12039;Externa;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;92.401.855,68;612.080,02;93.013.935,70;92.401.855,68;612.080,02;93.013.935,70;454.533.968,28;3.010.882,83;457.544.851,10
BID2009/OC-BR;TA447419;11853;Externa;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;BID;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;USD;;Pós-fixado;100% BID SCFL 1 + 0%;102.439.024,32;661.728,03;103.100.752,35;102.439.024,32;661.728,03;103.100.752,35;503.907.804,53;3.255.106,35;507.162.910,88
BID2023/OC-BR;TA475410;11959;Externa;BNDES;Bancos Federais;0;Federal;Garantias a Estatais Federais;;BID;Organismos Multilaterais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;USD;;Pós-fixado;100% BID SCFL 1 + 0%;437.500.000,00;941.044,52;438.441.044,52;437.500.000,00;941.044,52;438.441.044,52;2.152.106.250,00;4.629.092,10;2.156.735.342,10
